时间戳,设备ID,通信地址,通道索引,通道名称,电压(V),电流(A)
2025-11-09 23:57:18.268,5,COM7,0,ELVDD_EX,6825.876,14.083
2025-11-09 23:57:18.484,5,COM7,1,ELVSS_EX,-1298.801,-0.814
2025-11-09 23:57:18.839,5,COM7,2,VCC_EX,2720.804,8.173
2025-11-09 23:57:19.057,5,COM7,3,IOVCC_EX,1823.871,307.176
2025-11-09 23:57:19.419,5,COM7,4,IOVCC,1800.000,0.000
2025-11-09 23:57:19.634,5,COM7,5,VCI,3008.000,0.000
2025-11-09 23:57:19.991,5,COM7,6,VSP,5376.000,0.000
2025-11-09 23:57:20.216,5,COM7,7,VSN,0.000,6.042
2025-11-09 23:57:20.531,4,COM8,0,ELVDD_EX,6864.382,16.590
2025-11-09 23:57:20.765,4,COM8,1,ELVSS_EX,-1314.690,-1.892
2025-11-09 23:57:21.101,4,COM8,2,VCC_EX,2721.974,9.476
2025-11-09 23:57:21.323,4,COM8,3,IOVCC_EX,1808.251,268.867
2025-11-09 23:57:21.670,4,COM8,4,IOVCC,1808.000,0.000
2025-11-09 23:57:21.884,4,COM8,5,VCI,2816.000,0.000
2025-11-09 23:57:22.185,4,COM8,6,VSP,5392.000,0.000
2025-11-09 23:57:22.431,4,COM8,7,VSN,0.000,34.241
2025-11-09 23:57:22.801,1,COM9,0,ELVDD_EX,7024.431,29.189
2025-11-09 23:57:23.028,1,COM9,1,ELVSS_EX,-1273.926,-1.205
2025-11-09 23:57:23.369,1,COM9,2,VCC_EX,2729.741,8.158
2025-11-09 23:57:23.590,1,COM9,3,IOVCC_EX,1805.236,317.515
2025-11-09 23:57:23.950,1,COM9,4,IOVCC,1800.000,0.000
2025-11-09 23:57:24.176,1,COM9,5,VCI,3008.000,0.000
2025-11-09 23:57:24.526,1,COM9,6,VSP,5384.000,0.000
2025-11-09 23:57:24.741,1,COM9,7,VSN,0.000,0.000
2025-11-09 23:57:35.112,5,COM7,0,ELVDD_EX,6841.475,17.838
2025-11-09 23:57:35.333,5,COM7,1,ELVSS_EX,-1293.957,-0.795
2025-11-09 23:57:35.692,5,COM7,2,VCC_EX,2720.278,7.630
2025-11-09 23:57:35.924,5,COM7,3,IOVCC_EX,1823.891,309.157
2025-11-09 23:57:36.262,5,COM7,4,IOVCC,1800.000,0.000
2025-11-09 23:57:36.478,5,COM7,5,VCI,3008.000,0.000
2025-11-09 23:57:36.835,5,COM7,6,VSP,5376.000,0.000
2025-11-09 23:57:37.050,5,COM7,7,VSN,0.000,10.071
2025-11-09 23:57:37.366,4,COM8,0,ELVDD_EX,6867.252,16.267
2025-11-09 23:57:37.591,4,COM8,1,ELVSS_EX,-1380.309,-0.729
2025-11-09 23:57:37.938,4,COM8,2,VCC_EX,2720.104,9.168
2025-11-09 23:57:38.150,4,COM8,3,IOVCC_EX,1808.296,265.919
2025-11-09 23:57:38.518,4,COM8,4,IOVCC,1808.000,0.000
2025-11-09 23:57:38.734,4,COM8,5,VCI,2816.000,0.000
2025-11-09 23:57:39.091,4,COM8,6,VSP,5384.000,0.000
