时间戳,设备ID,通信地址,通道索引,通道名称,电压(V),电流(A)
2025-11-08 07:02:36.478,5,COM7,0,ELVDD_EX,6833.559,17.836
2025-11-08 07:02:36.693,5,COM7,1,ELVSS_EX,-1295.070,-0.824
2025-11-08 07:02:37.043,5,COM7,2,VCC_EX,2720.086,8.279
2025-11-08 07:02:37.280,5,COM7,3,IOVCC_EX,1823.768,313.790
2025-11-08 07:02:37.619,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 07:02:37.854,5,COM7,5,VCI,3008.000,0.000
2025-11-08 07:02:38.193,5,COM7,6,VSP,5376.000,0.000
2025-11-08 07:02:38.416,5,COM7,7,VSN,0.000,60.425
2025-11-08 07:02:38.736,4,COM8,0,ELVDD_EX,6871.061,17.386
2025-11-08 07:02:38.950,4,COM8,1,ELVSS_EX,-1377.329,-0.837
2025-11-08 07:02:39.308,4,COM8,2,VCC_EX,2720.212,8.916
2025-11-08 07:02:39.527,4,COM8,3,IOVCC_EX,1808.219,264.038
2025-11-08 07:02:39.880,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 07:02:40.102,4,COM8,5,VCI,2816.000,0.000
2025-11-08 07:02:40.455,4,COM8,6,VSP,5384.000,0.000
2025-11-08 07:02:40.670,4,COM8,7,VSN,0.000,8.057
2025-11-08 07:02:41.031,1,COM9,0,ELVDD_EX,7024.456,14.655
2025-11-08 07:02:41.257,1,COM9,1,ELVSS_EX,-1266.691,-1.458
2025-11-08 07:02:41.597,1,COM9,2,VCC_EX,2729.435,8.043
2025-11-08 07:02:41.835,1,COM9,3,IOVCC_EX,1804.667,315.108
2025-11-08 07:02:42.175,1,COM9,4,IOVCC,1800.000,0.000
2025-11-08 07:02:42.391,1,COM9,5,VCI,3008.000,0.000
2025-11-08 07:02:42.750,1,COM9,6,VSP,5384.000,0.000
2025-11-08 07:02:42.965,1,COM9,7,VSN,0.000,0.000
2025-11-08 07:02:53.317,5,COM7,0,ELVDD_EX,6844.353,14.074
2025-11-08 07:02:53.545,5,COM7,1,ELVSS_EX,-1297.226,-0.887
2025-11-08 07:02:53.884,5,COM7,2,VCC_EX,2720.553,7.479
2025-11-08 07:02:54.110,5,COM7,3,IOVCC_EX,1824.283,310.160
2025-11-08 07:02:54.457,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 07:02:54.690,5,COM7,5,VCI,3008.000,0.000
2025-11-08 07:02:55.037,5,COM7,6,VSP,5368.000,0.000
2025-11-08 07:02:55.251,5,COM7,7,VSN,0.000,0.000
2025-11-08 07:02:55.576,4,COM8,0,ELVDD_EX,6892.070,17.836
2025-11-08 07:02:55.790,4,COM8,1,ELVSS_EX,-1382.694,-0.731
2025-11-08 07:02:56.148,4,COM8,2,VCC_EX,2720.238,7.842
2025-11-08 07:02:56.377,4,COM8,3,IOVCC_EX,1808.365,268.091
2025-11-08 07:02:56.722,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 07:02:56.945,4,COM8,5,VCI,2816.000,0.000
2025-11-08 07:02:57.296,4,COM8,6,VSP,5384.000,0.000
2025-11-08 07:02:57.501,4,COM8,7,VSN,0.000,36.255
2025-11-08 07:02:57.808,1,COM9,0,ELVDD_EX,7043.784,17.833
2025-11-08 07:02:58.027,1,COM9,1,ELVSS_EX,-1323.131,-0.877
2025-11-08 07:02:58.380,1,COM9,2,VCC_EX,2726.800,8.181
2025-11-08 07:02:58.605,1,COM9,3,IOVCC_EX,1804.294,309.292
2025-11-08 07:02:58.954,1,COM9,4,IOVCC,1800.000,0.000
2025-11-08 07:02:59.178,1,COM9,5,VCI,3008.000,0.000
2025-11-08 07:02:59.530,1,COM9,6,VSP,5384.000,0.000
2025-11-08 07:02:59.749,1,COM9,7,VSN,0.000,0.000
2025-11-08 07:03:10.094,5,COM7,0,ELVDD_EX,6827.397,17.811
2025-11-08 07:03:10.311,5,COM7,1,ELVSS_EX,-1257.553,-0.779
2025-11-08 07:03:10.667,5,COM7,2,VCC_EX,2721.393,7.558
2025-11-08 07:03:10.886,5,COM7,3,IOVCC_EX,1824.267,315.502
2025-11-08 07:03:11.241,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 07:03:11.474,5,COM7,5,VCI,3008.000,0.000
2025-11-08 07:03:11.816,5,COM7,6,VSP,5376.000,0.000
2025-11-08 07:03:12.031,5,COM7,7,VSN,0.000,44.312
2025-11-08 07:03:12.256,4,COM8,0,ELVDD_EX,6872.937,28.783
2025-11-08 07:03:12.562,4,COM8,1,ELVSS_EX,-1344.546,-1.393
2025-11-08 07:03:12.777,4,COM8,2,VCC_EX,2720.240,8.849
2025-11-08 07:03:13.134,4,COM8,3,IOVCC_EX,1807.731,262.894
2025-11-08 07:03:13.349,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 07:03:13.716,4,COM8,5,VCI,2816.000,0.000
2025-11-08 07:03:13.940,4,COM8,6,VSP,5384.000,0.000
2025-11-08 07:03:14.290,4,COM8,7,VSN,0.000,28.198
2025-11-08 07:03:14.651,1,COM9,0,ELVDD_EX,7024.820,25.686
2025-11-08 07:03:14.870,1,COM9,1,ELVSS_EX,-1300.322,-1.437
2025-11-08 07:03:15.224,1,COM9,2,VCC_EX,2729.377,8.417
2025-11-08 07:03:15.448,1,COM9,3,IOVCC_EX,1805.136,311.958
2025-11-08 07:03:15.798,1,COM9,4,IOVCC,1800.000,0.000
2025-11-08 07:03:16.035,1,COM9,5,VCI,3008.000,0.000
2025-11-08 07:03:16.373,1,COM9,6,VSP,5392.000,0.000
2025-11-08 07:03:16.593,1,COM9,7,VSN,0.000,0.000
2025-11-08 07:03:26.937,5,COM7,0,ELVDD_EX,6843.090,18.079
2025-11-08 07:03:27.182,5,COM7,1,ELVSS_EX,-1297.819,-0.775
2025-11-08 07:03:27.510,5,COM7,2,VCC_EX,2720.304,7.465
2025-11-08 07:03:27.726,5,COM7,3,IOVCC_EX,1824.074,316.088
2025-11-08 07:03:28.083,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 07:03:28.298,5,COM7,5,VCI,3008.000,0.000
2025-11-08 07:03:28.657,5,COM7,6,VSP,5376.000,0.000
2025-11-08 07:03:28.873,5,COM7,7,VSN,0.000,40.283
2025-11-08 07:03:29.257,4,COM8,0,ELVDD_EX,6873.941,24.044
2025-11-08 07:03:29.468,4,COM8,1,ELVSS_EX,-1371.708,-0.757
2025-11-08 07:03:29.830,4,COM8,2,VCC_EX,2719.994,7.833
2025-11-08 07:03:30.086,4,COM8,3,IOVCC_EX,1808.350,265.581
2025-11-08 07:03:30.402,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 07:03:30.616,4,COM8,5,VCI,2816.000,0.000
2025-11-08 07:03:30.977,4,COM8,6,VSP,5384.000,0.000
2025-11-08 07:03:31.204,4,COM8,7,VSN,0.000,16.113
2025-11-08 07:03:31.560,1,COM9,0,ELVDD_EX,7046.777,14.756
2025-11-08 07:03:31.787,1,COM9,1,ELVSS_EX,-1325.213,-0.365
2025-11-08 07:03:32.126,1,COM9,2,VCC_EX,2726.922,8.159
2025-11-08 07:03:32.351,1,COM9,3,IOVCC_EX,1804.420,311.231
2025-11-08 07:03:32.706,1,COM9,4,IOVCC,1800.000,0.000
2025-11-08 07:03:32.919,1,COM9,5,VCI,3008.000,0.000
2025-11-08 07:03:33.275,1,COM9,6,VSP,5384.000,0.000
2025-11-08 07:03:33.489,1,COM9,7,VSN,0.000,0.000
2025-11-08 07:03:43.841,5,COM7,0,ELVDD_EX,6832.675,29.324
2025-11-08 07:03:44.077,5,COM7,1,ELVSS_EX,-1256.223,-1.536
2025-11-08 07:03:44.414,5,COM7,2,VCC_EX,2721.390,8.058
2025-11-08 07:03:44.641,5,COM7,3,IOVCC_EX,1824.076,303.070
2025-11-08 07:03:44.992,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 07:03:45.225,5,COM7,5,VCI,3008.000,0.000
2025-11-08 07:03:45.563,5,COM7,6,VSP,5376.000,0.000
2025-11-08 07:03:45.777,5,COM7,7,VSN,0.000,22.156
2025-11-08 07:03:46.099,4,COM8,0,ELVDD_EX,6873.033,16.675
2025-11-08 07:03:46.309,4,COM8,1,ELVSS_EX,-1311.956,-1.945
2025-11-08 07:03:46.672,4,COM8,2,VCC_EX,2721.661,8.890
2025-11-08 07:03:46.901,4,COM8,3,IOVCC_EX,1807.696,257.571
2025-11-08 07:03:47.246,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 07:03:47.471,4,COM8,5,VCI,2816.000,0.000
2025-11-08 07:03:47.821,4,COM8,6,VSP,5384.000,0.000
2025-11-08 07:03:48.031,4,COM8,7,VSN,0.000,36.255
2025-11-08 07:03:48.337,1,COM9,0,ELVDD_EX,7042.144,25.836
2025-11-08 07:03:48.568,1,COM9,1,ELVSS_EX,-1267.467,-1.416
2025-11-08 07:03:48.909,1,COM9,2,VCC_EX,2729.115,8.487
2025-11-08 07:03:49.138,1,COM9,3,IOVCC_EX,1804.982,312.862
2025-11-08 07:03:49.483,1,COM9,4,IOVCC,1800.000,0.000
2025-11-08 07:03:49.718,1,COM9,5,VCI,3008.000,0.000
2025-11-08 07:03:50.058,1,COM9,6,VSP,5384.000,0.000
2025-11-08 07:03:50.287,1,COM9,7,VSN,0.000,0.000
2025-11-08 07:04:00.624,5,COM7,0,ELVDD_EX,6827.688,24.172
2025-11-08 07:04:00.845,5,COM7,1,ELVSS_EX,-1242.729,-1.790
2025-11-08 07:04:01.197,5,COM7,2,VCC_EX,2721.304,8.194
2025-11-08 07:04:01.420,5,COM7,3,IOVCC_EX,1824.025,313.744
2025-11-08 07:04:01.771,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 07:04:01.999,5,COM7,5,VCI,3008.000,0.000
2025-11-08 07:04:02.345,5,COM7,6,VSP,5376.000,0.000
2025-11-08 07:04:02.573,5,COM7,7,VSN,0.000,6.042
2025-11-08 07:04:02.943,4,COM8,0,ELVDD_EX,6874.753,23.964
2025-11-08 07:04:03.163,4,COM8,1,ELVSS_EX,-1330.955,-1.585
2025-11-08 07:04:03.516,4,COM8,2,VCC_EX,2720.878,7.831
2025-11-08 07:04:03.733,4,COM8,3,IOVCC_EX,1808.401,267.572
2025-11-08 07:04:04.089,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 07:04:04.306,4,COM8,5,VCI,2816.000,0.000
2025-11-08 07:04:04.663,4,COM8,6,VSP,5384.000,0.000
2025-11-08 07:04:04.898,4,COM8,7,VSN,0.000,10.071
2025-11-08 07:04:05.242,1,COM9,0,ELVDD_EX,7044.420,17.690
2025-11-08 07:04:05.477,1,COM9,1,ELVSS_EX,-1295.571,-1.750
2025-11-08 07:04:05.815,1,COM9,2,VCC_EX,2726.825,8.142
2025-11-08 07:04:06.043,1,COM9,3,IOVCC_EX,1804.289,309.553
2025-11-08 07:04:06.393,1,COM9,4,IOVCC,1800.000,0.000
2025-11-08 07:04:06.628,1,COM9,5,VCI,3008.000,0.000
2025-11-08 07:04:06.961,1,COM9,6,VSP,5392.000,0.000
2025-11-08 07:04:07.194,1,COM9,7,VSN,0.000,0.000
2025-11-08 07:04:17.524,5,COM7,0,ELVDD_EX,6832.456,17.071
2025-11-08 07:04:17.740,5,COM7,1,ELVSS_EX,-1225.568,-2.188
2025-11-08 07:04:18.100,5,COM7,2,VCC_EX,2723.183,8.216
2025-11-08 07:04:18.337,5,COM7,3,IOVCC_EX,1825.675,301.616
2025-11-08 07:04:18.677,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 07:04:18.894,5,COM7,5,VCI,3008.000,0.000
2025-11-08 07:04:19.256,5,COM7,6,VSP,5376.000,0.000
2025-11-08 07:04:19.472,5,COM7,7,VSN,0.000,0.000
2025-11-08 07:04:19.785,4,COM8,0,ELVDD_EX,6873.145,16.627
2025-11-08 07:04:20.006,4,COM8,1,ELVSS_EX,-1362.072,-0.676
2025-11-08 07:04:20.358,4,COM8,2,VCC_EX,2722.037,9.302
2025-11-08 07:04:20.591,4,COM8,3,IOVCC_EX,1809.319,251.096
2025-11-08 07:04:20.931,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 07:04:21.153,4,COM8,5,VCI,2816.000,0.000
2025-11-08 07:04:21.506,4,COM8,6,VSP,5384.000,0.000
2025-11-08 07:04:21.727,4,COM8,7,VSN,0.000,12.085
2025-11-08 07:04:22.083,1,COM9,0,ELVDD_EX,7043.730,17.454
2025-11-08 07:04:22.301,1,COM9,1,ELVSS_EX,-1323.080,-0.420
2025-11-08 07:04:22.661,1,COM9,2,VCC_EX,2726.873,8.403
2025-11-08 07:04:22.886,1,COM9,3,IOVCC_EX,1804.594,310.680
2025-11-08 07:04:23.235,1,COM9,4,IOVCC,1800.000,0.000
2025-11-08 07:04:23.462,1,COM9,5,VCI,3008.000,0.000
2025-11-08 07:04:23.802,1,COM9,6,VSP,5392.000,0.000
2025-11-08 07:04:24.028,1,COM9,7,VSN,0.000,0.000
2025-11-08 07:04:34.374,5,COM7,0,ELVDD_EX,6826.655,28.787
2025-11-08 07:04:34.599,5,COM7,1,ELVSS_EX,-1257.380,-1.460
2025-11-08 07:04:34.950,5,COM7,2,VCC_EX,2720.922,8.230
2025-11-08 07:04:35.187,5,COM7,3,IOVCC_EX,1824.126,315.593
2025-11-08 07:04:35.524,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 07:04:35.761,5,COM7,5,VCI,3008.000,0.000
2025-11-08 07:04:36.093,5,COM7,6,VSP,5376.000,0.000
2025-11-08 07:04:36.331,5,COM7,7,VSN,0.000,4.028
2025-11-08 07:04:36.693,4,COM8,0,ELVDD_EX,6872.219,23.960
2025-11-08 07:04:36.929,4,COM8,1,ELVSS_EX,-1344.246,-1.618
2025-11-08 07:04:37.267,4,COM8,2,VCC_EX,2720.918,9.224
2025-11-08 07:04:37.494,4,COM8,3,IOVCC_EX,1808.273,265.866
2025-11-08 07:04:37.844,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 07:04:38.080,4,COM8,5,VCI,2816.000,0.000
2025-11-08 07:04:38.418,4,COM8,6,VSP,5384.000,0.000
2025-11-08 07:04:38.631,4,COM8,7,VSN,0.000,22.156
2025-11-08 07:04:38.924,1,COM9,0,ELVDD_EX,7027.530,17.686
2025-11-08 07:04:39.139,1,COM9,1,ELVSS_EX,-1248.445,-1.784
2025-11-08 07:04:39.500,1,COM9,2,VCC_EX,2730.495,8.140
2025-11-08 07:04:39.716,1,COM9,3,IOVCC_EX,1805.898,308.640
2025-11-08 07:04:40.077,1,COM9,4,IOVCC,1800.000,0.000
2025-11-08 07:04:40.303,1,COM9,5,VCI,3008.000,0.000
2025-11-08 07:04:40.652,1,COM9,6,VSP,5392.000,0.000
2025-11-08 07:04:40.868,1,COM9,7,VSN,0.000,0.000
2025-11-08 07:04:51.218,5,COM7,0,ELVDD_EX,6845.745,13.661
2025-11-08 07:04:51.443,5,COM7,1,ELVSS_EX,-1304.036,-0.588
2025-11-08 07:04:51.791,5,COM7,2,VCC_EX,2719.945,7.272
2025-11-08 07:04:52.008,5,COM7,3,IOVCC_EX,1823.964,306.721
2025-11-08 07:04:52.358,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 07:04:52.595,5,COM7,5,VCI,3008.000,0.000
2025-11-08 07:04:52.934,5,COM7,6,VSP,5376.000,0.000
2025-11-08 07:04:53.171,5,COM7,7,VSN,0.000,12.085
2025-11-08 07:04:53.542,4,COM8,0,ELVDD_EX,6895.593,16.665
2025-11-08 07:04:53.770,4,COM8,1,ELVSS_EX,-1387.664,-2.044
2025-11-08 07:04:54.110,4,COM8,2,VCC_EX,2722.108,7.572
2025-11-08 07:04:54.334,4,COM8,3,IOVCC_EX,1808.646,254.427
2025-11-08 07:04:54.684,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 07:04:54.910,4,COM8,5,VCI,2816.000,0.000
2025-11-08 07:04:55.256,4,COM8,6,VSP,5384.000,0.000
2025-11-08 07:04:55.471,4,COM8,7,VSN,0.000,4.028
2025-11-08 07:04:55.770,1,COM9,0,ELVDD_EX,7044.231,17.488
2025-11-08 07:04:56.005,1,COM9,1,ELVSS_EX,-1303.011,-1.373
2025-11-08 07:04:56.355,1,COM9,2,VCC_EX,2727.297,8.152
2025-11-08 07:04:56.582,1,COM9,3,IOVCC_EX,1804.253,316.249
2025-11-08 07:04:56.922,1,COM9,4,IOVCC,1800.000,0.000
2025-11-08 07:04:57.138,1,COM9,5,VCI,3008.000,0.000
2025-11-08 07:04:57.489,1,COM9,6,VSP,5384.000,0.000
2025-11-08 07:04:57.706,1,COM9,7,VSN,0.000,0.000
2025-11-08 07:05:08.054,5,COM7,0,ELVDD_EX,6839.790,17.149
2025-11-08 07:05:08.291,5,COM7,1,ELVSS_EX,-1278.051,-1.164
2025-11-08 07:05:08.629,5,COM7,2,VCC_EX,2720.689,8.030
2025-11-08 07:05:08.865,5,COM7,3,IOVCC_EX,1823.753,309.396
2025-11-08 07:05:09.205,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 07:05:09.431,5,COM7,5,VCI,3008.000,0.000
2025-11-08 07:05:09.779,5,COM7,6,VSP,5376.000,0.000
2025-11-08 07:05:10.006,5,COM7,7,VSN,0.000,46.326
2025-11-08 07:05:10.317,4,COM8,0,ELVDD_EX,6871.470,28.852
2025-11-08 07:05:10.532,4,COM8,1,ELVSS_EX,-1344.713,-1.413
2025-11-08 07:05:10.890,4,COM8,2,VCC_EX,2720.297,8.954
2025-11-08 07:05:11.112,4,COM8,3,IOVCC_EX,1807.624,262.210
2025-11-08 07:05:11.463,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 07:05:11.687,4,COM8,5,VCI,2816.000,0.000
2025-11-08 07:05:12.037,4,COM8,6,VSP,5384.000,0.000
2025-11-08 07:05:12.253,4,COM8,7,VSN,0.000,22.156
2025-11-08 07:05:12.621,1,COM9,0,ELVDD_EX,7020.830,17.694
2025-11-08 07:05:12.836,1,COM9,1,ELVSS_EX,-1269.636,-1.794
2025-11-08 07:05:13.193,1,COM9,2,VCC_EX,2730.353,8.326
2025-11-08 07:05:13.409,1,COM9,3,IOVCC_EX,1806.274,310.246
2025-11-08 07:05:13.760,1,COM9,4,IOVCC,1800.000,0.000
2025-11-08 07:05:13.976,1,COM9,5,VCI,3008.000,0.000
2025-11-08 07:05:14.337,1,COM9,6,VSP,5384.000,0.000
2025-11-08 07:05:14.564,1,COM9,7,VSN,0.000,0.000
2025-11-08 07:05:24.898,5,COM7,0,ELVDD_EX,6844.014,23.143
2025-11-08 07:05:25.134,5,COM7,1,ELVSS_EX,-1287.451,-0.654
2025-11-08 07:05:25.473,5,COM7,2,VCC_EX,2719.896,7.444
2025-11-08 07:05:25.700,5,COM7,3,IOVCC_EX,1823.731,309.557
