时间戳,设备ID,通信地址,通道索引,通道名称,电压(V),电流(A)
2025-11-08 02:10:21.831,4,COM8,0,ELVDD_EX,6886.120,16.788
2025-11-08 02:10:22.057,4,COM8,1,ELVSS_EX,-1363.561,-1.156
2025-11-08 02:10:22.407,4,COM8,2,VCC_EX,2720.669,8.326
2025-11-08 02:10:22.622,4,COM8,3,IOVCC_EX,1807.936,263.010
2025-11-08 02:10:22.980,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 02:10:23.215,4,COM8,5,VCI,2816.000,0.000
2025-11-08 02:10:23.554,4,COM8,6,VSP,5384.000,0.000
2025-11-08 02:10:23.770,4,COM8,7,VSN,0.000,8.057
2025-11-08 02:10:24.099,1,COM9,0,ELVDD_EX,7041.247,18.927
2025-11-08 02:10:24.324,1,COM9,1,ELVSS_EX,-1320.453,-0.393
2025-11-08 02:10:24.675,1,COM9,2,VCC_EX,2726.771,8.134
2025-11-08 02:10:24.900,1,COM9,3,IOVCC_EX,1804.642,314.844
2025-11-08 02:10:25.240,1,COM9,4,IOVCC,1800.000,0.000
2025-11-08 02:10:25.465,1,COM9,5,VCI,3008.000,0.000
2025-11-08 02:10:25.815,1,COM9,6,VSP,5384.000,0.000
2025-11-08 02:10:26.030,1,COM9,7,VSN,0.000,0.000
2025-11-08 02:10:36.384,5,COM7,0,ELVDD_EX,6826.159,17.694
2025-11-08 02:10:36.604,5,COM7,1,ELVSS_EX,-1256.631,-0.755
2025-11-08 02:10:36.960,5,COM7,2,VCC_EX,2719.846,7.466
2025-11-08 02:10:37.188,5,COM7,3,IOVCC_EX,1823.341,311.814
2025-11-08 02:10:37.538,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 02:10:37.766,5,COM7,5,VCI,3008.000,0.000
2025-11-08 02:10:38.115,5,COM7,6,VSP,5368.000,0.000
2025-11-08 02:10:38.352,5,COM7,7,VSN,0.000,50.354
2025-11-08 02:10:38.672,4,COM8,0,ELVDD_EX,6893.388,23.325
2025-11-08 02:10:38.886,4,COM8,1,ELVSS_EX,-1343.785,-1.568
2025-11-08 02:10:39.185,4,COM8,2,VCC_EX,2720.254,7.814
2025-11-08 02:10:39.412,4,COM8,3,IOVCC_EX,1807.803,264.448
2025-11-08 02:10:39.758,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 02:10:39.977,4,COM8,5,VCI,2816.000,0.000
2025-11-08 02:10:40.332,4,COM8,6,VSP,5392.000,0.000
2025-11-08 02:10:40.553,4,COM8,7,VSN,0.000,8.057
2025-11-08 02:10:40.878,1,COM9,0,ELVDD_EX,7024.850,17.731
2025-11-08 02:10:41.099,1,COM9,1,ELVSS_EX,-1247.660,-1.793
2025-11-08 02:10:41.451,1,COM9,2,VCC_EX,2728.682,8.395
2025-11-08 02:10:41.665,1,COM9,3,IOVCC_EX,1805.021,310.264
2025-11-08 02:10:42.025,1,COM9,4,IOVCC,1800.000,0.000
2025-11-08 02:10:42.250,1,COM9,5,VCI,3008.000,0.000
2025-11-08 02:10:42.599,1,COM9,6,VSP,5384.000,0.000
2025-11-08 02:10:42.818,1,COM9,7,VSN,0.000,0.000
2025-11-08 02:10:53.169,5,COM7,0,ELVDD_EX,6842.693,18.208
2025-11-08 02:10:53.413,5,COM7,1,ELVSS_EX,-1297.782,-0.722
2025-11-08 02:10:53.742,5,COM7,2,VCC_EX,2720.152,7.441
2025-11-08 02:10:53.959,5,COM7,3,IOVCC_EX,1824.012,312.277
2025-11-08 02:10:54.315,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 02:10:54.534,5,COM7,5,VCI,3008.000,0.000
2025-11-08 02:10:54.890,5,COM7,6,VSP,5376.000,0.000
2025-11-08 02:10:55.101,5,COM7,7,VSN,0.000,30.212
2025-11-08 02:10:55.454,4,COM8,0,ELVDD_EX,6893.825,13.267
2025-11-08 02:10:55.678,4,COM8,1,ELVSS_EX,-1383.678,-0.689
2025-11-08 02:10:56.026,4,COM8,2,VCC_EX,2719.960,8.301
2025-11-08 02:10:56.243,4,COM8,3,IOVCC_EX,1807.727,260.399
2025-11-08 02:10:56.601,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 02:10:56.829,4,COM8,5,VCI,2816.000,0.000
2025-11-08 02:10:57.175,4,COM8,6,VSP,5384.000,0.000
2025-11-08 02:10:57.407,4,COM8,7,VSN,0.000,8.057
2025-11-08 02:10:57.785,1,COM9,0,ELVDD_EX,7026.028,18.955
2025-11-08 02:10:58.021,1,COM9,1,ELVSS_EX,-1266.407,-1.438
2025-11-08 02:10:58.359,1,COM9,2,VCC_EX,2729.227,8.154
2025-11-08 02:10:58.575,1,COM9,3,IOVCC_EX,1805.494,317.318
2025-11-08 02:10:58.925,1,COM9,4,IOVCC,1800.000,0.000
2025-11-08 02:10:59.151,1,COM9,5,VCI,3008.000,0.000
2025-11-08 02:10:59.501,1,COM9,6,VSP,5384.000,0.000
2025-11-08 02:10:59.727,1,COM9,7,VSN,0.000,0.000
2025-11-08 02:11:10.077,5,COM7,0,ELVDD_EX,6831.188,29.237
2025-11-08 02:11:10.302,5,COM7,1,ELVSS_EX,-1256.604,-1.433
2025-11-08 02:11:10.652,5,COM7,2,VCC_EX,2720.733,8.019
2025-11-08 02:11:10.868,5,COM7,3,IOVCC_EX,1825.291,301.955
2025-11-08 02:11:11.220,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 02:11:11.445,5,COM7,5,VCI,3008.000,0.000
