时间戳,设备ID,通信地址,通道索引,通道名称,电压(V),电流(A)
2025-11-09 08:22:05.053,1,COM9,0,ELVDD_EX,7026.073,26.146
2025-11-09 08:22:05.280,1,COM9,1,ELVSS_EX,-1297.756,-0.426
2025-11-09 08:22:05.630,1,COM9,2,VCC_EX,2728.061,8.476
2025-11-09 08:22:05.845,1,COM9,3,IOVCC_EX,1805.190,311.955
2025-11-09 08:22:06.205,1,COM9,4,IOVCC,1800.000,0.000
2025-11-09 08:22:06.428,1,COM9,5,VCI,3008.000,0.000
2025-11-09 08:22:06.773,1,COM9,6,VSP,5384.000,0.000
2025-11-09 08:22:06.997,1,COM9,7,VSN,0.000,0.000
2025-11-09 08:22:17.335,5,COM7,0,ELVDD_EX,6843.241,18.590
2025-11-09 08:22:17.551,5,COM7,1,ELVSS_EX,-1297.193,-0.760
2025-11-09 08:22:17.909,5,COM7,2,VCC_EX,2720.519,7.506
2025-11-09 08:22:18.125,5,COM7,3,IOVCC_EX,1824.193,310.144
2025-11-09 08:22:18.476,5,COM7,4,IOVCC,1800.000,0.000
2025-11-09 08:22:18.703,5,COM7,5,VCI,3008.000,0.000
2025-11-09 08:22:19.055,5,COM7,6,VSP,5376.000,0.000
2025-11-09 08:22:19.281,5,COM7,7,VSN,0.000,0.000
2025-11-09 08:22:19.623,4,COM8,0,ELVDD_EX,6890.150,28.912
2025-11-09 08:22:19.851,4,COM8,1,ELVSS_EX,-1344.441,-1.378
2025-11-09 08:22:20.203,4,COM8,2,VCC_EX,2720.069,7.916
2025-11-09 08:22:20.429,4,COM8,3,IOVCC_EX,1808.606,260.852
2025-11-09 08:22:20.768,4,COM8,4,IOVCC,1808.000,0.000
2025-11-09 08:22:20.983,4,COM8,5,VCI,2816.000,0.000
2025-11-09 08:22:21.352,4,COM8,6,VSP,5384.000,0.000
2025-11-09 08:22:21.568,4,COM8,7,VSN,0.000,22.156
2025-11-09 08:22:21.897,1,COM9,0,ELVDD_EX,7040.446,14.764
2025-11-09 08:22:22.113,1,COM9,1,ELVSS_EX,-1325.385,-0.407
2025-11-09 08:22:22.472,1,COM9,2,VCC_EX,2727.955,8.201
2025-11-09 08:22:22.692,1,COM9,3,IOVCC_EX,1805.083,309.500
2025-11-09 08:22:23.049,1,COM9,4,IOVCC,1800.000,0.000
2025-11-09 08:22:23.266,1,COM9,5,VCI,3008.000,0.000
2025-11-09 08:22:23.618,1,COM9,6,VSP,5384.000,0.000
2025-11-09 08:22:23.846,1,COM9,7,VSN,0.000,0.000
2025-11-09 08:22:34.180,5,COM7,0,ELVDD_EX,6827.742,17.145
2025-11-09 08:22:34.405,5,COM7,1,ELVSS_EX,-1238.768,-2.212
2025-11-09 08:22:34.751,5,COM7,2,VCC_EX,2721.477,8.115
2025-11-09 08:22:34.977,5,COM7,3,IOVCC_EX,1823.742,308.846
2025-11-09 08:22:35.324,5,COM7,4,IOVCC,1800.000,0.000
