时间戳,设备ID,通信地址,通道索引,通道名称,电压(V),电流(A)
2025-11-09 20:03:22.731,1,COM9,0,ELVDD_EX,7044.963,25.613
2025-11-09 20:03:22.946,1,COM9,1,ELVSS_EX,-1266.722,-1.334
2025-11-09 20:03:23.307,1,COM9,2,VCC_EX,2727.826,8.103
2025-11-09 20:03:23.534,1,COM9,3,IOVCC_EX,1804.817,312.715
2025-11-09 20:03:23.881,1,COM9,4,IOVCC,1800.000,0.000
2025-11-09 20:03:24.117,1,COM9,5,VCI,3008.000,0.000
2025-11-09 20:03:24.451,1,COM9,6,VSP,5392.000,0.000
2025-11-09 20:03:24.682,1,COM9,7,VSN,0.000,0.000
2025-11-09 20:03:35.026,5,COM7,0,ELVDD_EX,6828.348,14.161
2025-11-09 20:03:35.250,5,COM7,1,ELVSS_EX,-1298.809,-0.844
2025-11-09 20:03:35.612,5,COM7,2,VCC_EX,2720.940,8.266
2025-11-09 20:03:35.839,5,COM7,3,IOVCC_EX,1824.084,308.998
2025-11-09 20:03:36.176,5,COM7,4,IOVCC,1800.000,0.000
2025-11-09 20:03:36.400,5,COM7,5,VCI,3008.000,0.000
2025-11-09 20:03:36.744,5,COM7,6,VSP,5368.000,0.000
2025-11-09 20:03:36.959,5,COM7,7,VSN,0.000,0.000
2025-11-09 20:03:37.299,4,COM8,0,ELVDD_EX,6873.362,13.312
2025-11-09 20:03:37.536,4,COM8,1,ELVSS_EX,-1315.259,-1.978
2025-11-09 20:03:37.873,4,COM8,2,VCC_EX,2722.260,7.834
2025-11-09 20:03:38.088,4,COM8,3,IOVCC_EX,1808.479,262.345
2025-11-09 20:03:38.436,4,COM8,4,IOVCC,1808.000,0.000
2025-11-09 20:03:38.660,4,COM8,5,VCI,2816.000,0.000
2025-11-09 20:03:39.019,4,COM8,6,VSP,5392.000,0.000
2025-11-09 20:03:39.233,4,COM8,7,VSN,0.000,20.142
2025-11-09 20:03:39.571,1,COM9,0,ELVDD_EX,7044.646,17.749
2025-11-09 20:03:39.797,1,COM9,1,ELVSS_EX,-1324.645,-0.306
2025-11-09 20:03:40.144,1,COM9,2,VCC_EX,2727.373,8.176
2025-11-09 20:03:40.369,1,COM9,3,IOVCC_EX,1804.875,307.972
2025-11-09 20:03:40.723,1,COM9,4,IOVCC,1800.000,0.000
2025-11-09 20:03:40.957,1,COM9,5,VCI,3008.000,0.000
2025-11-09 20:03:41.294,1,COM9,6,VSP,5392.000,0.000
2025-11-09 20:03:41.507,1,COM9,7,VSN,0.000,0.000
2025-11-09 20:03:51.877,5,COM7,0,ELVDD_EX,6841.725,17.824
2025-11-09 20:03:52.111,5,COM7,1,ELVSS_EX,-1293.357,-0.776
2025-11-09 20:03:52.450,5,COM7,2,VCC_EX,2720.263,7.605
2025-11-09 20:03:52.665,5,COM7,3,IOVCC_EX,1823.702,310.236
2025-11-09 20:03:53.021,5,COM7,4,IOVCC,1800.000,0.000
2025-11-09 20:03:53.236,5,COM7,5,VCI,3008.000,0.000
2025-11-09 20:03:53.593,5,COM7,6,VSP,5376.000,0.000
2025-11-09 20:03:53.805,5,COM7,7,VSN,0.000,0.000
2025-11-09 20:03:54.143,4,COM8,0,ELVDD_EX,6889.799,24.278
2025-11-09 20:03:54.364,4,COM8,1,ELVSS_EX,-1383.216,-1.605
2025-11-09 20:03:54.716,4,COM8,2,VCC_EX,2721.090,7.901
2025-11-09 20:03:54.944,4,COM8,3,IOVCC_EX,1807.825,266.406
2025-11-09 20:03:55.282,4,COM8,4,IOVCC,1808.000,0.000
2025-11-09 20:03:55.496,4,COM8,5,VCI,2816.000,0.000
2025-11-09 20:03:55.855,4,COM8,6,VSP,5384.000,0.000
2025-11-09 20:03:56.080,4,COM8,7,VSN,0.000,12.085
2025-11-09 20:03:56.415,1,COM9,0,ELVDD_EX,7026.977,25.170
2025-11-09 20:03:56.640,1,COM9,1,ELVSS_EX,-1275.265,-0.396
2025-11-09 20:03:56.985,1,COM9,2,VCC_EX,2727.664,8.502
2025-11-09 20:03:57.221,1,COM9,3,IOVCC_EX,1805.519,311.604
2025-11-09 20:03:57.568,1,COM9,4,IOVCC,1800.000,0.000
2025-11-09 20:03:57.803,1,COM9,5,VCI,3008.000,0.000
2025-11-09 20:03:58.135,1,COM9,6,VSP,5384.000,0.000
2025-11-09 20:03:58.360,1,COM9,7,VSN,0.000,0.000
