时间戳,设备ID,通信地址,通道索引,通道名称,电压(V),电流(A)
2025-11-08 18:43:53.646,5,COM7,0,ELVDD_EX,6846.680,13.714
2025-11-08 18:43:53.861,5,COM7,1,ELVSS_EX,-1302.961,-0.654
2025-11-08 18:43:54.218,5,COM7,2,VCC_EX,2720.211,8.290
2025-11-08 18:43:54.431,5,COM7,3,IOVCC_EX,1824.425,300.824
2025-11-08 18:43:54.788,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 18:43:55.012,5,COM7,5,VCI,3008.000,0.000
2025-11-08 18:43:55.367,5,COM7,6,VSP,5376.000,0.000
2025-11-08 18:43:55.582,5,COM7,7,VSN,0.000,16.113
2025-11-08 18:43:55.895,4,COM8,0,ELVDD_EX,6871.025,29.071
2025-11-08 18:43:56.107,4,COM8,1,ELVSS_EX,-1343.216,-1.432
2025-11-08 18:43:56.468,4,COM8,2,VCC_EX,2720.788,8.973
2025-11-08 18:43:56.691,4,COM8,3,IOVCC_EX,1808.015,263.483
2025-11-08 18:43:57.043,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 18:43:57.280,4,COM8,5,VCI,2816.000,0.000
2025-11-08 18:43:57.619,4,COM8,6,VSP,5392.000,0.000
2025-11-08 18:43:57.842,4,COM8,7,VSN,0.000,24.170
2025-11-08 18:43:58.187,1,COM9,0,ELVDD_EX,7025.649,14.766
2025-11-08 18:43:58.410,1,COM9,1,ELVSS_EX,-1328.840,-0.282
2025-11-08 18:43:58.755,1,COM9,2,VCC_EX,2727.374,8.114
2025-11-08 18:43:58.987,1,COM9,3,IOVCC_EX,1804.717,312.648
2025-11-08 18:43:59.335,1,COM9,4,IOVCC,1800.000,0.000
2025-11-08 18:43:59.571,1,COM9,5,VCI,3008.000,0.000
2025-11-08 18:43:59.905,1,COM9,6,VSP,5384.000,0.000
2025-11-08 18:44:00.143,1,COM9,7,VSN,0.000,0.000
2025-11-08 18:44:10.483,5,COM7,0,ELVDD_EX,6827.587,29.086
2025-11-08 18:44:10.698,5,COM7,1,ELVSS_EX,-1277.959,-1.170
2025-11-08 18:44:11.056,5,COM7,2,VCC_EX,2721.211,8.120
2025-11-08 18:44:11.271,5,COM7,3,IOVCC_EX,1824.272,309.438
2025-11-08 18:44:11.627,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 18:44:11.851,5,COM7,5,VCI,3008.000,0.000
2025-11-08 18:44:12.204,5,COM7,6,VSP,5376.000,0.000
2025-11-08 18:44:12.427,5,COM7,7,VSN,0.000,56.396
2025-11-08 18:44:12.740,4,COM8,0,ELVDD_EX,6891.035,17.757
2025-11-08 18:44:12.963,4,COM8,1,ELVSS_EX,-1330.516,-1.663
2025-11-08 18:44:13.312,4,COM8,2,VCC_EX,2720.397,7.848
2025-11-08 18:44:13.535,4,COM8,3,IOVCC_EX,1808.286,270.061
2025-11-08 18:44:13.886,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 18:44:14.122,4,COM8,5,VCI,2816.000,0.000
2025-11-08 18:44:14.462,4,COM8,6,VSP,5384.000,0.000
2025-11-08 18:44:14.683,4,COM8,7,VSN,0.000,18.127
2025-11-08 18:44:15.029,1,COM9,0,ELVDD_EX,7038.961,17.826
2025-11-08 18:44:15.253,1,COM9,1,ELVSS_EX,-1300.566,-0.867
2025-11-08 18:44:15.600,1,COM9,2,VCC_EX,2728.371,8.193
2025-11-08 18:44:15.826,1,COM9,3,IOVCC_EX,1804.574,307.990
2025-11-08 18:44:16.172,1,COM9,4,IOVCC,1800.000,0.000
