时间戳,设备ID,通信地址,通道索引,通道名称,电压(V),电流(A)
2025-11-08 21:39:15.615,5,COM7,0,ELVDD_EX,6845.574,23.775
2025-11-08 21:39:15.830,5,COM7,1,ELVSS_EX,-1245.688,-1.737
2025-11-08 21:39:16.190,5,COM7,2,VCC_EX,2720.181,7.437
2025-11-08 21:39:16.407,5,COM7,3,IOVCC_EX,1823.853,311.870
2025-11-08 21:39:16.756,5,COM7,4,IOVCC,1800.000,0.000
2025-11-08 21:39:16.982,5,COM7,5,VCI,3008.000,0.000
2025-11-08 21:39:17.329,5,COM7,6,VSP,5376.000,0.000
2025-11-08 21:39:17.577,5,COM7,7,VSN,0.000,6.042
2025-11-08 21:39:17.916,4,COM8,0,ELVDD_EX,6874.985,23.936
2025-11-08 21:39:18.153,4,COM8,1,ELVSS_EX,-1332.564,-1.600
2025-11-08 21:39:18.482,4,COM8,2,VCC_EX,2721.195,9.224
2025-11-08 21:39:18.719,4,COM8,3,IOVCC_EX,1808.943,270.840
2025-11-08 21:39:19.058,4,COM8,4,IOVCC,1808.000,0.000
2025-11-08 21:39:19.284,4,COM8,5,VCI,2816.000,0.000
2025-11-08 21:39:19.635,4,COM8,6,VSP,5392.000,0.000
2025-11-08 21:39:19.850,4,COM8,7,VSN,0.000,4.028
2025-11-08 21:39:20.168,1,COM9,0,ELVDD_EX,7027.870,14.809
2025-11-08 21:39:20.392,1,COM9,1,ELVSS_EX,-1248.151,-1.720
2025-11-08 21:39:20.740,1,COM9,2,VCC_EX,2730.867,8.196
2025-11-08 21:39:20.977,1,COM9,3,IOVCC_EX,1805.973,313.724
2025-11-08 21:39:21.306,1,COM9,4,IOVCC,1800.000,0.000
2025-11-08 21:39:21.542,1,COM9,5,VCI,3008.000,0.000
2025-11-08 21:39:21.891,1,COM9,6,VSP,5384.000,0.000
2025-11-08 21:39:22.108,1,COM9,7,VSN,0.000,0.000
2025-11-08 21:39:32.454,5,COM7,0,ELVDD_EX,6843.524,13.601
