时间戳,设备ID,通信地址,通道索引,通道名称,电压(V),电流(A)
2025-11-09 09:20:39.857,5,COM7,0,ELVDD_EX,6840.734,29.044
2025-11-09 09:20:40.098,5,COM7,1,ELVSS_EX,-1261.017,-1.454
2025-11-09 09:20:40.432,5,COM7,2,VCC_EX,2721.049,8.070
2025-11-09 09:20:40.647,5,COM7,3,IOVCC_EX,1824.147,306.869
2025-11-09 09:20:41.004,5,COM7,4,IOVCC,1800.000,0.000
2025-11-09 09:20:41.238,5,COM7,5,VCI,3008.000,0.000
2025-11-09 09:20:41.584,5,COM7,6,VSP,5376.000,0.000
2025-11-09 09:20:41.797,5,COM7,7,VSN,0.000,8.057
2025-11-09 09:20:42.152,4,COM8,0,ELVDD_EX,6871.442,28.487
2025-11-09 09:20:42.372,4,COM8,1,ELVSS_EX,-1347.000,-1.368
2025-11-09 09:20:42.731,4,COM8,2,VCC_EX,2720.543,8.927
2025-11-09 09:20:42.953,4,COM8,3,IOVCC_EX,1807.462,269.572
2025-11-09 09:20:43.300,4,COM8,4,IOVCC,1808.000,0.000
2025-11-09 09:20:43.527,4,COM8,5,VCI,2816.000,0.000
2025-11-09 09:20:43.876,4,COM8,6,VSP,5384.000,0.000
2025-11-09 09:20:44.089,4,COM8,7,VSN,0.000,26.184
2025-11-09 09:20:44.433,1,COM9,0,ELVDD_EX,7047.421,29.263
2025-11-09 09:20:44.657,1,COM9,1,ELVSS_EX,-1275.799,-1.245
2025-11-09 09:20:45.012,1,COM9,2,VCC_EX,2729.323,8.431
2025-11-09 09:20:45.237,1,COM9,3,IOVCC_EX,1805.527,311.549
2025-11-09 09:20:45.585,1,COM9,4,IOVCC,1800.000,0.000
2025-11-09 09:20:45.808,1,COM9,5,VCI,3008.000,0.000
2025-11-09 09:20:46.153,1,COM9,6,VSP,5384.000,0.000
2025-11-09 09:20:46.378,1,COM9,7,VSN,0.000,0.000
2025-11-09 09:20:56.714,5,COM7,0,ELVDD_EX,6846.853,13.728
2025-11-09 09:20:56.937,5,COM7,1,ELVSS_EX,-1304.992,-0.640
2025-11-09 09:20:57.275,5,COM7,2,VCC_EX,2720.471,7.339
2025-11-09 09:20:57.493,5,COM7,3,IOVCC_EX,1823.715,312.080
2025-11-09 09:20:57.847,5,COM7,4,IOVCC,1800.000,0.000
2025-11-09 09:20:58.062,5,COM7,5,VCI,3008.000,0.000
2025-11-09 09:20:58.362,5,COM7,6,VSP,5376.000,0.000
2025-11-09 09:20:58.604,5,COM7,7,VSN,0.000,10.071
2025-11-09 09:20:58.937,4,COM8,0,ELVDD_EX,6894.365,13.300
2025-11-09 09:20:59.146,4,COM8,1,ELVSS_EX,-1386.376,-0.675
2025-11-09 09:20:59.510,4,COM8,2,VCC_EX,2719.901,7.743
2025-11-09 09:20:59.745,4,COM8,3,IOVCC_EX,1807.899,254.516
2025-11-09 09:21:00.083,4,COM8,4,IOVCC,1808.000,0.000
2025-11-09 09:21:00.293,4,COM8,5,VCI,2816.000,0.000
2025-11-09 09:21:00.508,4,COM8,6,VSP,5384.000,0.000
2025-11-09 09:21:00.811,4,COM8,7,VSN,0.000,14.099
2025-11-09 09:21:01.024,1,COM9,0,ELVDD_EX,7044.792,18.755
2025-11-09 09:21:01.361,1,COM9,1,ELVSS_EX,-1320.004,-0.532
2025-11-09 09:21:01.594,1,COM9,2,VCC_EX,2730.155,8.318
2025-11-09 09:21:01.941,1,COM9,3,IOVCC_EX,1805.188,315.986
2025-11-09 09:21:02.162,1,COM9,4,IOVCC,1800.000,0.000
2025-11-09 09:21:02.515,1,COM9,5,VCI,3008.000,0.000
2025-11-09 09:21:02.738,1,COM9,6,VSP,5384.000,0.000
2025-11-09 09:21:03.087,1,COM9,7,VSN,0.000,0.000
2025-11-09 09:21:13.318,5,COM7,0,ELVDD_EX,6845.110,17.098
