FrameID,StartTime,EndTime,Duration,MOSI_Bytes,MISO_Bytes
1,-0.528269568,-0.527814436,0.00045513200000002474,0x4C 0x70 0xB8 0x5C 0x2E 0x17 0x0B 0x05 0x02 0x81 0xC0 0x60 0x30 0x98 0x4C 0x26 0x13 0x09 0x84 0x42 0xA1 0xD0 0xE8 0x74 0x3A 0x9D 0x4E 0xA7 0x53 0x29 0x14 0x0A 0x05 0x02 0x81 0x40 0xA0 0xD0 0xE8 0xF4 0xFA 0x7D 0x3E 0x9F 0x4F 0xA7 0x53 0x29 0x14 0x0A 0x05 0x82 0xC1 0xE0 0xF0 0xF8 0xFC 0xFE 0xFF 0x7F 0x3F 0x9F 0xCF 0xE7 0x73,0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF
2,-0.52526944,-0.525245412,2.4028000000009264e-05,0x4C 0x0F 0xF0,0xFF 0xFF 0xFF
3,-0.522264772,-0.52187229,0.0003924819999999718,0x4C 0x05 0xFA 0x80 0x02 0x00 0x00 0x04 0x01 0x00 0x00 0x00 0x26 0x00 0x00 0xD0 0x25 0x00 0x00 0xAC 0x01 0x00 0x00 0xD8 0x25 0x00 0x00 0xE0 0x25 0x00 0x00 0xAC 0x01 0x00 0x00 0xE8 0x25 0x00 0x00 0xF0 0x25 0x00 0x00 0xAC 0x01 0x00 0x00 0xAC 0x01 0x00 0x00 0xAC 0x01 0x00 0x00 0xAC,0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF
4,-0.519264628,-0.518872134,0.0003924939999999655,0x4C 0x05 0xFA 0x80 0x02 0x00 0x31 0x01 0x00 0x00 0xAC 0x01 0x00 0x00 0xAC 0x01 0x00 0x00 0xAC 0x01 0x00 0x00 0xF8 0x25 0x00 0x00 0x08 0x26 0x00 0x00 0x10 0x26 0x00 0x00 0x18 0x26 0x00 0x00 0xAC 0x01 0x00 0x00 0xAC 0x01 0x00 0x00 0x20 0x26 0x00 0x00 0xAC 0x01 0x00 0x00 0xAC 0x01,0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF
5,-0.51726459,-0.516872094,0.00039249600000001994,0x4C 0x05 0xFA 0x80 0x02 0x00 0x62 0x00 0x00 0xAC 0x01 0x00 0x00 0xAC 0x01 0x00 0x00 0xAC 0x01 0x00 0x00 0xAC 0x01 0x00 0x00 0xAC 0x01 0x00 0x00 0xAC 0x01 0x00 0x00 0xAC 0x01 0x00 0x00 0x98 0x1D 0x00 0x00 0xEC 0x1D 0x00 0x00 0x1C 0x1E 0x00 0x00 0x38 0x1E 0x00 0x00 0x54 0x1E 0x00,0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF
6,-0.51526416,-0.514871672,0.00039248800000002415,0x4C 0x05 0xFA 0x80 0x02 0x00 0x93 0x00 0x88 0x23 0x00 0x00 0x6C 0x20 0x00 0x00 0x8C 0x24 0x00 0x00 0x9C 0x20 0x00 0x00 0xFC 0x20 0x00 0x00 0x20 0x21 0x00 0x00 0x6C 0x21 0x00 0x00 0x88 0x21 0x00 0x00 0xA8 0x21 0x00 0x00 0xC0 0x21 0x00 0x00 0xD8 0x21 0x00 0x00 0x04 0x22 0x00 0x00,0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF
7,-0.513264102,-0.512871608,0.0003924940000000765,0x4C 0x05 0xFA 0x80 0x02 0x00 0xC4 0x1C 0x22 0x00 0x00 0x50 0x22 0x00 0x00 0x7C 0x22 0x00 0x00 0xB0 0x22 0x00 0x00 0xB4 0x24 0x00 0x00 0xD0 0x22 0x00 0x00 0xE8 0x22 0x00 0x00 0x00 0x23 0x00 0x00 0x18 0x23 0x00 0x00 0x44 0x23 0x00 0x00 0x5C 0x23 0x00 0x00 0x74 0x24 0x00 0x00 0xF4,0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF
8,-0.511264444,-0.51087195,0.0003924940000000765,0x4C 0x05 0xFA 0x80 0x02 0x00 0xF5 0x24 0x00 0x00 0x50 0x25 0x00 0x00 0xAC 0x01 0x00 0x00 0xAC 0x01 0x00 0x00 0x20 0xEA 0x00 0x80 0x00 0xC0 0x20 0x64 0x29 0x11 0x01 0xC0 0x21 0x64 0x80 0xC1 0x20 0x74 0x28 0x11 0x87 0x6F 0x08 0x11 0x28 0x11 0x49 0x11 0x86 0x60 0x40 0x3A 0x08 0x0C,0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF
9,-0.509264058,-0.508871576,0.0003924819999999718,0x4C 0x05 0xFA 0x80 0x02 0x01 0x26 0x60 0x90 0x60 0xB1 0x03 0x20 0x03 0x21 0x03 0x2A 0x40 0x3A 0xFA 0x0B 0x00 0xE0 0x28 0x4C 0x20 0x38 0x38 0x08 0x00 0x28 0x20 0x38 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03,0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF
10,-0.507264386,-0.506871892,0.0003924939999999655,0x4C 0x05 0xFA 0x80 0x02 0x01 0x57 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C 0x03 0x6C,0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF 0xFF
