FrameID,StartTime,EndTime,Duration,MOSI_Bytes,MISO_Bytes
302,0.777982412,0.778374614,0.000392202,0x4C 0x05 0xFA 0x80 0x02 0x22 0x43 0xB3 0x01 0x32 0x6D 0x12 0x43 0xDC 0x06 0x22 0x63 0x14 0x61 0x14 0x60 0x14 0x62 0x14 0x67 0x12 0x47 0x93 0x42 0xEC 0x01 0x00 0x47 0xB3 0x47 0x93 0x42 0xE4 0x01 0x30 0x47 0xB3 0x47 0x93 0x42 0xEC 0x02 0x00 0x47 0xB3 0x47 0x93 0x42 0xE4 0x02 0x30,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
303,0.779982354,0.780374558,0.000392204,0x4C 0x05 0xFA 0x80 0x02 0x22 0x74 0x47 0xB3 0x63 0x14 0x61 0x14 0x00 0x00 0x60 0x14 0x62 0x14 0x7E 0x11 0x01 0x32 0x43 0xDC 0x07 0x22 0x7A 0x11 0x47 0x93 0x42 0xEC 0x04 0x00 0x47 0xB3 0x47 0x93 0x42 0xE4 0x04 0x30 0x47 0xB3 0x47 0x93 0x42 0xEC 0x08 0x00 0x47 0xB3 0x47 0x93 0x42,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
304,0.781982296,0.7823745,0.000392204,0x4C 0x05 0xFA 0x80 0x02 0x22 0xA5 0xE4 0x08 0x30 0x47 0xB3 0x63 0x14 0x61 0x14 0x00 0x00 0x60 0x14 0x62 0x14 0x71 0x11 0x01 0x32 0x43 0xDC 0x08 0x22 0x6D 0x11 0x4C 0x93 0xBE 0x3A 0x4C 0xB3 0x4C 0x93 0x9E 0x3A 0x4C 0xB3 0x63 0x14 0x61 0x14 0x00 0x00 0x60 0x14 0x62 0x14 0x66 0x11,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
305,0.783982238,0.784374442,0.000392204,0x4C 0x05 0xFA 0x80 0x02 0x22 0xD6 0x41 0x93 0xB6 0x3A 0x41 0xB3 0x41 0x93 0x96 0x3A 0x41 0xB3 0x63 0x14 0x61 0x14 0x00 0x00 0x60 0x14 0x62 0x14 0x60 0x11 0x41 0x93 0xB7 0x3A 0x41 0xB3 0x41 0x93 0x97 0x3A 0x41 0xB3 0x63 0x14 0x61 0x14 0x00 0x00 0x60 0x14 0x62 0x14 0x5B 0x10 0x6C,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
306,0.78598218,0.786374382,0.000392202,0x4C 0x05 0xFA 0x80 0x02 0x23 0x07 0x92 0xBF 0x3B 0x6C 0xB2 0x6C 0x92 0x61 0x43 0x61 0x4B 0x6C 0xB2 0x63 0x14 0x61 0x14 0x60 0x14 0x62 0x14 0x75 0x10 0x4C 0x93 0x42 0xEC 0x00 0x80 0x4C 0xB3 0x4C 0x93 0x8F 0x3A 0x4C 0xB3 0x6D 0x93 0x63 0x43 0xE3 0xC7 0x80 0x28 0x05 0x08 0x71 0x10,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
307,0.787982124,0.788374326,0.000392202,0x4C 0x05 0xFA 0x80 0x02 0x23 0x38 0x01 0x32 0x43 0xDC 0x09 0x22 0x63 0x14 0x61 0x14 0x00 0x00 0x60 0x14 0x62 0x14 0x6A 0x10 0x4C 0x93 0x42 0xEC 0x00 0x20 0x4C 0xB3 0x4C 0x93 0x8D 0x3A 0x4C 0xB3 0x63 0x14 0x61 0x14 0x60 0x14 0x62 0x14 0x63 0x10 0x41 0x93 0xBB 0x3A 0x41 0xB3 0x0A,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
308,0.789982066,0.790374268,0.000392202,0x4C 0x05 0xFA 0x80 0x02 0x23 0x69 0x04 0x00 0x00 0x80 0x00 0x00 0x40 0x00 0x01 0x00 0x40 0x00 0x02 0x00 0x40 0x20 0x00 0x00 0x30 0x41 0x93 0x9B 0x3A 0x41 0xB3 0x63 0x14 0x61 0x14 0x00 0x00 0x60 0x14 0x62 0x14 0xD0 0x14 0x55 0x13 0x63 0x92 0x78 0x43 0x7B 0x4B 0x50 0x3B 0x41 0x0C,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
309,0.792981978,0.793374182,0.000392204,0x4C 0x05 0xFA 0x80 0x02 0x23 0x9A 0x23 0xE4 0x1D 0x20 0x55 0x39 0x27 0x0C 0x54 0x3B 0x4D 0x0C 0x58 0x3B 0x56 0x0C 0x4E 0x13 0x05 0x04 0x62 0x92 0x63 0xE4 0x08 0x30 0x62 0xB2 0x62 0x92 0x7C 0x43 0x7F 0x4B 0x41 0x3B 0xF8 0x0F 0x69 0x13 0x41 0x93 0x42 0xEC 0x20 0x00 0x41 0xB3 0x41,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
310,0.794981922,0.795374124,0.000392202,0x4C 0x05 0xFA 0x80 0x02 0x23 0xCB 0x93 0x42 0xE4 0x20 0x30 0x41 0xB3 0x3F 0x23 0x63 0x93 0x78 0x43 0x7B 0x4B 0x40 0x3B 0x04 0x08 0x63 0x13 0x00 0x32 0x41 0xB3 0xEE 0xD9 0x00 0x20 0x01 0x14 0x63 0x14 0x61 0x14 0x3F 0x12 0x00 0xEA 0x27 0x05 0x61 0xD8 0x14 0x14 0xCD 0x74 0x0C 0x64,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
311,0.796981864,0.797374068,0.000392204,0x4C 0x05 0xFA 0x80 0x02 0x23 0xFC 0x0C 0x08 0x61 0xD8 0x14 0x14 0xCD 0x74 0x02 0x5B 0x01 0x74 0x01 0xDC 0x14 0x14 0x18 0x12 0xC0 0x60 0x60 0x83 0x60 0xA2 0x01 0x33 0x61 0xB1 0xC9 0x07 0x74 0x12 0x00 0xEA 0xFF 0x07 0x24 0x8B 0x45 0x74 0x40 0x64 0xC2 0x0F 0x24 0x8B 0x45 0x74 0x02,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
312,0.798981806,0.799374008,0.000392202,0x4C 0x05 0xFA 0x80 0x02 0x24 0x2D 0x59 0x01 0x74 0x04 0xAB 0x0B 0x23 0x40 0x82 0x88 0x74 0xC4 0x60 0x40 0xA3 0xB7 0x07 0x6B 0x12 0x00 0x32 0x44 0xAB 0x00 0x32 0x41 0xB3 0x01 0x32 0x43 0xDC 0x0B 0x22 0x00 0xE0 0xAF 0x15 0xAC 0x07 0x65 0x12 0x00 0x32 0x43 0xDC 0x14 0x14 0x00 0x32,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
313,0.800981748,0.80137395,0.000392202,0x4C 0x05 0xFA 0x80 0x02 0x24 0x5E 0x41 0xB3 0x01 0x32 0x43 0xDC 0x0C 0x22 0x63 0x12 0x40 0x83 0x41 0x3A 0x9F 0x0B 0x00 0x32 0x40 0xA3 0x9C 0x07 0x60 0x14 0x62 0x14 0x7B 0x11 0x41 0x93 0xBC 0x3A 0x41 0xB3 0x41 0x93 0x9C 0x3A 0x41 0xB3 0x63 0x14 0x61 0x14 0x00 0x00 0x60 0x14 0x62,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
314,0.80298169,0.803373894,0.000392204,0x4C 0x05 0xFA 0x80 0x02 0x24 0x8F 0x14 0x56 0x11 0x80 0x31 0x62 0xD8 0x0D 0x22 0xC4 0x6C 0x62 0xDC 0x0D 0x22 0x72 0x11 0x41 0x93 0x84 0x6C 0x41 0xB3 0x41 0x93 0x42 0xE4 0x80 0x30 0x41 0xB3 0x63 0x14 0x61 0x14 0x00 0x00 0x60 0x14 0x62 0x14 0x6F 0x11 0x6D 0x93 0x74 0x43 0x7F 0x4B,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
315,0.804981632,0.805373836,0.000392204,0x4C 0x05 0xFA 0x80 0x02 0x24 0xC0 0x41 0x3B 0x05 0x08 0x69 0x11 0x01 0x32 0x43 0xDC 0x0E 0x22 0x2A 0x11 0x23 0xEA 0x00 0x3F 0x4C 0x91 0x8D 0x68 0xBB 0x3A 0x4C 0xB1 0x4C 0x91 0x62 0xC4 0x43 0x20 0x6C 0xB1 0x61 0x11 0x41 0x93 0xB5 0x3A 0x41 0xB3 0x41 0x93 0x95 0x3A 0x41 0xB3 0x63,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
316,0.805482296,0.805482374,7.80E-08,,
317,0.805625482,0.80562556,7.80E-08,,
318,0.805912202,0.80591228,7.80E-08,,
319,0.806981576,0.80737378,0.000392204,0x4C 0x05 0xFA 0x80 0x02 0x24 0xF1 0x14 0x61 0x14 0x60 0x14 0x62 0x14 0x7F 0x10 0x4C 0x93 0x42 0xEC 0x00 0x01 0x4C 0xB3 0x4C 0x93 0x42 0xE4 0x00 0x31 0x4C 0xB3 0x22 0xEA 0x00 0x3F 0x2C 0x93 0x49 0x68 0xBC 0x39 0xBD 0x39 0x2C 0xB3 0x2C 0x93 0x41 0xC4 0x42 0x20 0x4C 0xB3 0x71 0x10,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
320,0.808981518,0.80937372,0.000392202,0x4C 0x05 0xFA 0x80 0x02 0x25 0x22 0x41 0x93 0xBD 0x3A 0x41 0xB3 0x41 0x93 0x9D 0x3A 0x41 0xB3 0x63 0x14 0x61 0x14 0x00 0x00 0x2C 0x10 0x23 0xEA 0xFF 0x7F 0x4D 0x91 0x11 0x40 0x01 0x48 0x8D 0x68 0x80 0x6C 0x4D 0xB1 0x4D 0x91 0x62 0xC4 0x43 0x20 0x6D 0xB1 0x3C 0x78 0x60 0x14 0x62,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
321,0.81098146,0.811373662,0.000392202,0x4C 0x05 0xFA 0x80 0x02 0x25 0x53 0x14 0xC1 0x14 0x64 0x10 0x00 0x32 0x09 0x93 0x0E 0x04 0x00 0x00 0xC0 0x00 0x00 0x40 0x80 0x00 0x00 0x40 0x20 0x00 0x00 0x30 0xA4 0x1D 0x00 0x30 0xCF 0x22 0x00 0x30 0x00 0x01 0x00 0x40 0x11 0x40 0x11 0x48 0x01 0x34 0x44 0xC4 0x23 0x40 0xCD 0x74,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
322,0.812981402,0.813373606,0.000392204,0x4C 0x05 0xFA 0x80 0x02 0x25 0x84 0x60 0xC4 0x21 0x20 0x40 0x39 0x1B 0x08 0x00 0x22 0x4F 0x3A 0xF7 0x0B 0x48 0x11 0x21 0xEA 0xFF 0x7F 0x0D 0x92 0x71 0x43 0x05 0x68 0x61 0x4B 0xC0 0x6C 0x6D 0xB2 0x6D 0x92 0x23 0xC4 0x41 0x20 0x2D 0xB2 0x61 0x92 0xBE 0x3B 0x61 0xB2 0x61 0x92 0x9E,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
323,0.814981344,0.815373546,0.000392202,0x4C 0x05 0xFA 0x80 0x02 0x25 0xB5 0x3B 0x61 0xB2 0x80 0x98 0x01 0x14 0x63 0x14 0x61 0x14 0x3D 0x10 0x41 0xD8 0x1E 0x14 0x89 0x74 0x8C 0x6C 0x41 0xDC 0x1E 0x14 0xE2 0x07 0x60 0x14 0x62 0x14 0x00 0x04 0x00 0x00 0x60 0x14 0x62 0x14 0x00 0x04 0x00 0x00 0x60 0x14 0x62 0x14 0x00 0x04,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
324,1.020883596,1.021276008,0.000392412,0x4C 0x05 0xFA 0x80 0x02 0x25 0xE6 0x00 0x00 0x60 0x14 0x62 0x14 0x00 0x04 0x00 0x00 0x60 0x14 0x62 0x14 0x00 0x04 0x00 0x00 0x60 0x14 0x62 0x14 0x63 0x14 0x61 0x14 0x60 0x14 0x62 0x14 0x63 0x14 0x61 0x14 0x60 0x14 0x62 0x14 0x00 0x04 0x00 0x00 0x60 0x14 0x62 0x14 0x00 0x04 0x00,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
325,1.023980988,1.024373186,0.000392198,0x4C 0x05 0xFA 0x80 0x02 0x26 0x17 0x00 0x60 0x14 0x62 0x14 0x00 0x04 0x00 0x00 0x60 0x14 0x62 0x14 0x00 0x04 0x00 0x00 0x60 0x14 0x62 0x14 0x00 0x04 0x00 0x00 0x80 0x00 0x00 0x40 0x20 0x00 0x00 0x30 0x73 0x10 0x54 0x10 0x40 0xB3 0x74 0x10 0x6D 0x93 0x71 0x43 0x7F 0x4B 0x41 0x3B,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
326,1.024373354,1.024373432,7.80E-08,,
327,1.025220658,1.025220732,7.40E-08,,
328,1.025975258,1.02636746,0.000392202,0x4C 0x05 0xFA 0x80 0x02 0x26 0x48 0x16 0x0C 0x72 0x10 0x60 0x93 0x41 0x3B 0x02 0x0C 0x3C 0x78 0x23 0xEA 0x00 0x40 0x50 0x93 0x42 0xE4 0x00 0x34 0x50 0xB3 0x35 0x32 0x43 0xDC 0x60 0x00 0x00 0xC0 0x20 0x48 0x50 0x93 0x42 0xEC 0x00 0x04 0x50 0xB3 0x3C 0x78 0x00 0x32 0x23 0xEA 0x00,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
329,1.0279752,1.028367404,0.000392204,0x4C 0x05 0xFA 0x80 0x02 0x26 0x79 0x40 0x43 0xDC 0x60 0x00 0x00 0xC0 0x20 0x50 0x3C 0x78 0x80 0xE2 0x00 0xE0 0x33 0x82 0x15 0x00 0x00 0x01 0x00 0x40 0xC8 0x55 0x00 0x30 0xD0 0x14 0x23 0xEA 0x00 0x40 0x50 0x93 0x91 0x3A 0x50 0xB3 0x23 0x11 0x50 0x93 0x42 0xE4 0x00 0x38 0x50 0xB3,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
330,1.028507534,1.028507614,8.00E-08,,
331,1.029975144,1.030367346,0.000392202,0x4C 0x05 0xFA 0x80 0x02 0x26 0xAA 0x00 0x30 0x50 0x93 0x8E 0x3A 0x50 0xB3 0x40 0x11 0x30 0xB2 0x58 0x93 0x42 0xEC 0x00 0x10 0x58 0xB3 0x58 0x93 0x42 0xEC 0x00 0x40 0x58 0xB3 0x58 0x93 0xB1 0x3A 0x58 0xB3 0x58 0x93 0x42 0xEC 0x00 0x20 0x58 0xB3 0xFF 0xE3 0x54 0xFB 0x77 0x10 0x4C,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
332,1.031975084,1.032367288,0.000392204,0x4C 0x05 0xFA 0x80 0x02 0x26 0xDB 0x93 0x42 0xEC 0x00 0x04 0x4C 0xB3 0x4C 0x93 0x42 0xEC 0x00 0x08 0x4C 0xB3 0x90 0x14 0xD1 0x14 0x03 0x6D 0xB3 0x31 0x00 0x30 0xFF 0xE3 0xCC 0xED 0x28 0x30 0xFF 0xE3 0xC3 0xED 0x23 0x33 0xC2 0x64 0x0E 0x0C 0x26 0x33 0xC2 0x64 0x04 0x0C 0xFF 0xE3,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
333,1.032412534,1.032412608,7.40E-08,,
334,1.033975026,1.03436723,0.000392204,0x4C 0x05 0xFA 0x80 0x02 0x27 0x0C 0xC9 0xED 0x91 0x14 0x00 0x31 0xED 0x30 0xFF 0xE3 0xA8 0xED 0xFF 0xE3 0xC2 0xED 0x91 0x14 0x53 0x6C 0xED 0x30 0xFF 0xE3 0xA1 0xED 0xFF 0xE3 0xBB 0xED 0x91 0x14 0x33 0x82 0x14 0x00 0x00 0xE1 0x00 0xE0 0x00 0x01 0x00 0x40 0x62 0x10 0x03 0xDC 0x32,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
335,1.03597497,1.036367172,0.000392202,0x4C 0x05 0xFA 0x80 0x02 0x27 0x3D 0x10 0x3C 0x78 0x00 0x01 0x00 0x40 0x6A 0x10 0x58 0x93 0x42 0xEC 0x01 0x00 0x58 0xB3 0x58 0x93 0x42 0xE4 0x01 0x30 0x58 0xB3 0x3C 0x78 0x65 0x10 0x58 0x93 0x42 0xEC 0x80 0x00 0x58 0xB3 0x58 0x93 0x42 0xE4 0x80 0x30 0x58 0xB3 0x3C 0x78 0x00 0x01,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
336,1.037974912,1.038367116,0.000392204,0x4C 0x05 0xFA 0x80 0x02 0x27 0x6E 0x00 0x40 0xC1 0x14 0x7D 0x10 0x21 0xE4 0x03 0x20 0x41 0x93 0x42 0xE4 0x03 0x30 0x84 0x6C 0x41 0xB3 0x01 0x34 0x41 0x93 0x42 0xE4 0x80 0x30 0x41 0xB3 0x80 0xC4 0x22 0x20 0x22 0x42 0x41 0x93 0x42 0xE4 0x04 0x30 0x84 0x6C 0x41 0xB3 0x01 0x50 0x41,0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
