No.,Time,Source,Destination,Protocol,Length,HID Data,Info
4380,16.759261,host,1.37.1,USB,27,,URB_INTERRUPT in
4381,16.759498,host,1.37.1,USB,91,40fa0101026600384c05fa800244861119ffe376e6a4c420844038120c0033003205eaff0f0022887461431b194d1c4c600964d060608b6d5d60a9cb6cf40b42,URB_INTERRUPT out
4382,16.761214,1.37.1,host,USB,27,,URB_INTERRUPT out
4383,16.763225,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4384,16.763263,host,1.37.1,USB,27,,URB_INTERRUPT in
4385,16.763298,host,1.37.1,USB,91,40fa0101026700384c05fa800244b79821981b18ffe38ae6003102eae0017f183034ffe34dfd5f6c6ed80c00cc747f180023a1434c61a4455c61c2916091c2b0,URB_INTERRUPT out
4386,16.765223,1.37.1,host,USB,27,,URB_INTERRUPT out
4387,16.767222,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4388,16.767255,host,1.37.1,USB,27,,URB_INTERRUPT in
4389,16.767317,host,1.37.1,USB,91,40fa0101026800384c05fa800244e8c39160b0c3b0c4916191c4b0c5915e59c5b0c6910722c6b0c7910722c7b0c8910722c8b0c9910722c9b0ca915060466541,URB_INTERRUPT out
4390,16.769223,1.37.1,host,USB,27,,URB_INTERRUPT out
4391,16.771221,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4392,16.771257,host,1.37.1,USB,27,,URB_INTERRUPT in
4393,16.771274,host,1.37.1,USB,91,40fa0101026900384c05fa800245199261b0cab04bb01060e00b02eae00100311f6cffe31cfd72120032aa938b930f30c1980419073a960ca0c72350062bc860,URB_INTERRUPT out
4394,16.773223,1.37.1,host,USB,27,,URB_INTERRUPT out
4395,16.775215,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4396,16.775229,host,1.37.1,USB,27,,URB_INTERRUPT in
4397,16.775592,host,1.37.1,USB,91,40fa0101026a00384c05fa8002454a624364c44340c06860a10022c87400218c65f10f48126ed80c007f19cc740418002381430c61844404616080c860c083a2,URB_INTERRUPT out
4398,16.777235,1.37.1,host,USB,27,,URB_INTERRUPT out
4399,16.779233,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4400,16.779262,host,1.37.1,USB,27,,URB_INTERRUPT in
4401,16.779309,host,1.37.1,USB,91,40fa0101026b00384c05fa8002457b916146d8606443dc60a2b3a391c091a3b3a491c0b3a4b3a591c191a5b3a691c1b3a6b3a791de59a7b3a8910726a8b3a991,URB_INTERRUPT out
4402,16.781226,1.37.1,host,USB,27,,URB_INTERRUPT out
4403,16.783223,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4404,16.783256,host,1.37.1,USB,27,,URB_INTERRUPT in
4405,16.783331,host,1.37.1,USB,91,40fa0101026c00384c05fa800245ac0726a9b3aa910726aab3ab912f2106650726abb30020d90b00332c5a003000234a3b00a1fb0b27e41b0000340033303506,URB_INTERRUPT out
4406,16.785224,1.37.1,host,USB,27,,URB_INTERRUPT out
4407,16.787222,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4408,16.787256,host,1.37.1,USB,27,,URB_INTERRUPT in
4409,16.787272,host,1.37.1,USB,91,40fa0101026d00384c05fa800245dd040023cc7454604a3b0d0c00914138f90b025c086160a40023cc7400754a3b5460f50b0030403c0e0c60820e640f0c0133,URB_INTERRUPT out
4410,16.789226,1.37.1,host,USB,27,,URB_INTERRUPT out
4411,16.791229,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4412,16.791262,host,1.37.1,USB,27,,URB_INTERRUPT in
4413,16.791692,host,1.37.1,USB,91,40fa0101026e00384c05fa8002460e06042c5a208100230664080c4c740465f90f625c086100a40c75002000744a38ea0bcee5db0394148298003380b84d1a11,URB_INTERRUPT out
4414,16.793228,1.37.1,host,USB,27,,URB_INTERRUPT out
4415,16.795215,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4416,16.795228,host,1.37.1,USB,27,,URB_INTERRUPT in
4417,16.795285,host,1.37.1,USB,91,40fa0101026f00384c05fa8002463f190718ffe399e5936c00311b18ffe3c2e502eae00100317f18ffe386fc02eae00100311f6cffe380fc4510ad07624265c4,URB_INTERRUPT out
4418,16.797226,1.37.1,host,USB,27,,URB_INTERRUPT out
4419,16.799223,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4420,16.799258,host,1.37.1,USB,27,,URB_INTERRUPT in
4421,16.799275,host,1.37.1,USB,91,40fa0101027000384c05fa800246704340c06860a16f070002004080080030d11474100132003140b3503212109310ffe36afc02eae0010031136cffe364fc00,URB_INTERRUPT out
4422,16.801236,1.37.1,host,USB,27,,URB_INTERRUPT out
4423,16.803222,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4424,16.80326,host,1.37.1,USB,27,,URB_INTERRUPT in
4425,16.803286,host,1.37.1,USB,91,40fa0101027100384c05fa800246a13102eae0010e10ffe35efc00326d10136c40a36c1040a3ffe354fe00e0420700e08a0a00e0c22300e0901191140000ac69,URB_INTERRUPT out
4429,16.805244,1.37.1,host,USB,27,,URB_INTERRUPT out
4439,16.807225,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4440,16.807258,host,1.37.1,USB,27,,URB_INTERRUPT in
4441,16.807594,host,1.37.1,USB,91,40fa0101027200384c05fa800246d2003098650030e8650030c8670030a8690030a9690030d414cee5cf19003102ea50050ee47f048c1300e0b72800332b130c,URB_INTERRUPT out
4442,16.809225,1.37.1,host,USB,27,,URB_INTERRUPT out
4443,16.811215,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4444,16.811227,host,1.37.1,USB,27,,URB_INTERRUPT in
4445,16.811269,host,1.37.1,USB,91,40fa0101027300384c05fa8002470313c1e4df0160a430350504546086651460290ce2906090e2b1e39060b1e3b1e4906190e4b1e59061b1e5b1e6905e58e6b1,URB_INTERRUPT out
4446,16.813231,1.37.1,host,USB,27,,URB_INTERRUPT out
4447,16.815225,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4448,16.815259,host,1.37.1,USB,27,,URB_INTERRUPT in
4449,16.815291,host,1.37.1,USB,91,40fa0101027400384c05fa80024734e7900722e7b1e8906791e8b1e9900722e9b10722ea900722413b4192eab14bb1dd0b5460866560840023cc7460a41460d9,URB_INTERRUPT out
4450,16.817225,1.37.1,host,USB,27,,URB_INTERRUPT out
4451,16.819223,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4452,16.819257,host,1.37.1,USB,27,,URB_INTERRUPT in
4453,16.819328,host,1.37.1,USB,91,40fa0101027500384c05fa800247650b0c3200311312d312ffe3fbfb02eae00100310e12ffe3f5fb02ea800400313b6c00e0712802ea80042c123b6cffe31bfc,URB_INTERRUPT out
4454,16.821213,1.37.1,host,USB,27,,URB_INTERRUPT out
4455,16.823229,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4456,16.823262,host,1.37.1,USB,27,,URB_INTERRUPT in
4457,16.823668,host,1.37.1,USB,91,40fa0101027600384c05fa80024796608e7743e3c78028c80c27120ee47f0400e0070d0ee47f0400e01d22436d40389708608e7743e3c78028c00c1c112ee47f,URB_INTERRUPT out
4458,16.825225,1.37.1,host,USB,27,,URB_INTERRUPT out
4459,16.827224,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4460,16.827258,host,1.37.1,USB,27,,URB_INTERRUPT in
4461,16.827296,host,1.37.1,USB,91,40fa0101027700384c05fa800247c70400e0361a4138920c00e0ca0700347b11303103e4df010404c4600e64090c4093413afb0bc4600e6400241075f90bb011,URB_INTERRUPT out
4462,16.829233,1.37.1,host,USB,27,,URB_INTERRUPT out
4463,16.831224,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4464,16.83126,host,1.37.1,USB,27,,URB_INTERRUPT in
4465,16.831345,host,1.37.1,USB,91,40fa0101027800384c05fa800247f8136c418d228d6ee47f0400e0eb1c413802b5960c0ee47f0400e0f609ac110ee47f0400e079186295403bfe0b136c00e003,URB_INTERRUPT out
4466,16.833223,1.37.1,host,USB,27,,URB_INTERRUPT out
4467,16.835224,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4468,16.835268,host,1.37.1,USB,27,,URB_INTERRUPT in
4469,16.835287,host,1.37.1,USB,91,40fa0101027900384c05fa800248291e003300b53031a61160a5661103e4df010404c4600e640b0c4093413afb0bc4600e6440850022887440a5f70b00e0b323,URB_INTERRUPT out
4470,16.837219,1.37.1,host,USB,27,,URB_INTERRUPT out
4471,16.839232,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4472,16.839275,host,1.37.1,USB,27,,URB_INTERRUPT in
4473,16.839674,host,1.37.1,USB,91,40fa0101027a00384c05fa8002485a00ea3f067d1005eacf0223e4df01836d07044193413a070c2f234e64140c4693413af80b408bc975d465030802eacf0240,URB_INTERRUPT out
4474,16.841228,1.37.1,host,USB,27,,URB_INTERRUPT out
4475,16.843224,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4476,16.843259,host,1.37.1,USB,27,,URB_INTERRUPT in
4477,16.843314,host,1.37.1,USB,91,40fa0101027b00384c05fa8002488bab418bc975c06502089b6c41ab2f234e64ee0b6e106093413b520c1904a9690030c8670030e86500308c65003070740030,URB_INTERRUPT out
4478,16.84523,1.37.1,host,USB,27,,URB_INTERRUPT out
4479,16.847231,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4480,16.847274,host,1.37.1,USB,27,,URB_INTERRUPT in
4481,16.847334,host,1.37.1,USB,91,40fa0101027c00384c05fa800248bccc550030f0650030ac690030a869003004660030ec650030c85500301e10ffe343fdcee5cf0994141b102ee47f0400e0a5,URB_INTERRUPT out
4482,16.849229,1.37.1,host,USB,27,,URB_INTERRUPT out
4483,16.851225,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4484,16.851259,host,1.37.1,USB,27,,URB_INTERRUPT in
4485,16.851343,host,1.37.1,USB,91,40fa0101027d00384c05fa800248ed19413814085910003502e4df013031040484600a64090c6092413bfb0b84600a6400255475f90b403d5d0f6084403b5a0f,URB_INTERRUPT out
4486,16.853233,1.37.1,host,USB,27,,URB_INTERRUPT out
4487,16.855228,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4488,16.855262,host,1.37.1,USB,27,,URB_INTERRUPT in
4489,16.855641,host,1.37.1,USB,91,40fa0101027e00384c05fa8002491e40848874d76c2d100b10ffe34cfd52070c1000e0e61a3607ffe3a5fecee5cf0994143b6c00e0771a3e07136c00e08517c5,URB_INTERRUPT out
4490,16.857214,1.37.1,host,USB,27,,URB_INTERRUPT out
4491,16.859225,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4492,16.859259,host,1.37.1,USB,27,,URB_INTERRUPT in
4493,16.859313,host,1.37.1,USB,91,40fa0101027f00384c05fa8002494f07e865003004660030c8670030cc550030d41428163b6c90323310143600e03e27903232102418183500e038270030071c,URB_INTERRUPT out
4494,16.861218,1.37.1,host,USB,27,,URB_INTERRUPT out
4495,16.863236,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4496,16.863267,host,1.37.1,USB,27,,URB_INTERRUPT in
4497,16.863588,host,1.37.1,USB,91,40fa0101028000384c05fa80024980251fd36c385c4093495840b303234e64fb0b1461d265f60b3b6c2419ffe380e4271002320e5900b121e4830affe3dae408,URB_INTERRUPT out
4498,16.865228,1.37.1,host,USB,27,,URB_INTERRUPT out
4499,16.867226,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4500,16.86726,host,1.37.1,USB,27,,URB_INTERRUPT in
4501,16.867287,host,1.37.1,USB,91,40fa0101028100384c05fa800249b11694144cb20000dcb200008c080030d414cee58b1402ea800422b80031b311036d031800e04a2765d8c40f423b4b0c65d8,URB_INTERRUPT out
4502,16.869227,1.37.1,host,USB,27,,URB_INTERRUPT out
4503,16.871224,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4504,16.871258,host,1.37.1,USB,27,,URB_INTERRUPT in
4505,16.871333,host,1.37.1,USB,91,40fa0101028200384c05fa800249e2c50f413b4e0c136c0031ec1106ea400265d8c40f8c746242c8606243c86040886543c460002186656143dc6040ab0120f0,URB_INTERRUPT out
4506,16.873227,1.37.1,host,USB,27,,URB_INTERRUPT out
4507,16.875224,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4508,16.875258,host,1.37.1,USB,27,,URB_INTERRUPT in
4509,16.875273,host,1.37.1,USB,91,40fa0101028300384c05fa80024a130b031b61b8621145d8c50f887460b8211160950298c011ffe3ffe3209566d812210232076cffe332e5013300b566dc1221,URB_INTERRUPT out
4510,16.877216,1.37.1,host,USB,27,,URB_INTERRUPT out
4511,16.879233,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4512,16.879263,host,1.37.1,USB,27,,URB_INTERRUPT in
4513,16.879721,host,1.37.1,USB,91,40fa0101028400384c05fa80024a4465d8c40f0023cc7465dcc40f4ee48b0465d8c50f0023cc7465dcc50f031b208b01238e6420ac0124fb0bcee58b04941400,URB_INTERRUPT out
4514,16.881227,1.37.1,host,USB,27,,URB_INTERRUPT out
4515,16.883226,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4516,16.88326,host,1.37.1,USB,27,,URB_INTERRUPT in
4517,16.883318,host,1.37.1,USB,91,40fa0101028500384c05fa80024a753365dcc40f65d8c50f413bb40b003365dcc50fb0070000d0140f31ffe398ff901400008c08003090080030541800301013,URB_INTERRUPT out
4518,16.885225,1.37.1,host,USB,27,,URB_INTERRUPT out
4519,16.887225,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4520,16.887262,host,1.37.1,USB,27,,URB_INTERRUPT in
4521,16.887292,host,1.37.1,USB,91,40fa0101028600384c05fa80024aa600308c180030d2140b6d02ea40024f6dffe3ffe26032576c136cffe3fae292140000d21422144f6d65980b6d60b802ea50,URB_INTERRUPT out
4522,16.889227,1.37.1,host,USB,27,,URB_INTERRUPT out
4523,16.891226,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4524,16.891262,host,1.37.1,USB,27,,URB_INTERRUPT in
4525,16.891293,host,1.37.1,USB,91,40fa0101028700384c05fa80024ad701669861b8ffe3ece2576c136c02ea4002ffe3e6e2603221980098ffe3e1e2021492140000d2140b6d02ea50014f6dffe3,URB_INTERRUPT out
4526,16.89323,1.37.1,host,USB,27,,URB_INTERRUPT out
4527,16.895218,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4528,16.895232,host,1.37.1,USB,27,,URB_INTERRUPT in
4529,16.895551,host,1.37.1,USB,91,40fa0101028800384c05fa80024b08d7e202ea4002576c136cffe3d1e29214d0144038020c901402ea40022f131013ffe3c6e260322f130f13ffe3c1e29014d4,URB_INTERRUPT out
4530,16.897228,1.37.1,host,USB,27,,URB_INTERRUPT out
4531,16.899226,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4532,16.899263,host,1.37.1,USB,27,,URB_INTERRUPT in
4533,16.899314,host,1.37.1,USB,91,40fa0101028900384c05fa80024b3914cee54b15036d60b86ed85821476d61b88b6d6ed8592102ea4005003162b8031800e08726403c070c0037ffe318df0027,URB_INTERRUPT out
4534,16.901227,1.37.1,host,USB,27,,URB_INTERRUPT out
4535,16.903226,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4536,16.903261,host,1.37.1,USB,27,,URB_INTERRUPT in
4537,16.903296,host,1.37.1,USB,91,40fa0101028a00384c05fa80024b6a1e65fc0b0318ffe328e060989b6c576c0318ffe32afb576c019802ea4002ffe396e260325b6c0298ffe391e2cee54b0594,URB_INTERRUPT out
4538,16.905228,1.37.1,host,USB,27,,URB_INTERRUPT out
4539,16.907226,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4540,16.90726,host,1.37.1,USB,27,,URB_INTERRUPT in
4541,16.907282,host,1.37.1,USB,91,40fa0101028b00384c05fa80024b9b14d414281530b82f990fb829b8309900302ab82ed85a10413a2db82ed85c1051b82eb8003114b832b833b815b816b817b8,URB_INTERRUPT out
4542,16.909234,1.37.1,host,USB,27,,URB_INTERRUPT out
4543,16.91122,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4544,16.911234,host,1.37.1,USB,27,,URB_INTERRUPT in
4545,16.911558,host,1.37.1,USB,91,40fa0101028c00384c05fa80024bcc18b819b81ab81bb8730c121e0f6de6e4270005040326da652f24520ca294413dfa0b439464e40b0040b807234494032341,URB_INTERRUPT out
4546,16.913235,1.37.1,host,USB,27,,URB_INTERRUPT out
4547,16.915229,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4548,16.915264,host,1.37.1,USB,27,,URB_INTERRUPT in
4549,16.915299,host,1.37.1,USB,91,40fa0101028d00384c05fa80024bfdb807232594072322b81c18269423b8279424b8289425b8299426b82a9427b8619368b820944194629400e01f0a0ed88500,URB_INTERRUPT out
4550,16.917229,1.37.1,host,USB,27,,URB_INTERRUPT out
4551,16.919226,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4552,16.919263,host,1.37.1,USB,27,,URB_INTERRUPT in
4553,16.919294,host,1.37.1,USB,91,40fa0101028e00384c05fa80024c2e2ed882000bb806746ed8830020384ed884004b0800294474466114740cb80a7420384008002a013088740a6000744e753f,URB_INTERRUPT out
4554,16.921228,1.37.1,host,USB,27,,URB_INTERRUPT out
4555,16.923226,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4556,16.92326,host,1.37.1,USB,27,,URB_INTERRUPT in
4557,16.923283,host,1.37.1,USB,91,40fa0101028f00384c05fa80024c5f3d2f08aed82c0056752033313d300cab980025547541a614604c98c86020a662a603a60326da652f24b00b3a100a98ffe3,URB_INTERRUPT out
4558,16.925227,1.37.1,host,USB,27,,URB_INTERRUPT out
4559,16.927229,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4560,16.927261,host,1.37.1,USB,27,,URB_INTERRUPT in
4561,16.92794,host,1.37.1,USB,91,40fa0101029000384c05fa80024c9045fa38100998ffe341fa121b499860b82e986a980d98ffe373e432100a98ffe3d3f930100998ffe3cff908159414aed82c,URB_INTERRUPT out
4562,16.929235,1.37.1,host,USB,27,,URB_INTERRUPT out
4563,16.93123,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4564,16.931264,host,1.37.1,USB,27,,URB_INTERRUPT in
4565,16.931308,host,1.37.1,USB,91,40fa0101029100384c05fa80024cc10056750023313dcc74d20b1235d30701300032c40701312cb80031b8070000cc5e0030e44d00300c6400300455003060a7,URB_INTERRUPT out
4566,16.933229,1.37.1,host,USB,27,,URB_INTERRUPT out
4567,16.935228,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4568,16.935265,host,1.37.1,USB,27,,URB_INTERRUPT in
4569,16.935359,host,1.37.1,USB,91,40fa0101029200384c05fa80024cf20000d414cee5e71702eaa0020031021800e0b32502ea40050031aa1800e0ad25aa1a021b203120a300238e64fc0bffe33a,URB_INTERRUPT out
4570,16.937227,1.37.1,host,USB,27,,URB_INTERRUPT out
4571,16.939226,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4572,16.939263,host,1.37.1,USB,27,,URB_INTERRUPT in
4573,16.939893,host,1.37.1,USB,91,40fa0101029300384c05fa80024d23de043602180634ffe30fde05eaa002ffe331deaa18ffe344df0133c3c42040425ec870ce6cce74027461b800b80133aa19,URB_INTERRUPT out
4574,16.941235,1.37.1,host,USB,27,,URB_INTERRUPT out
4575,16.943231,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4576,16.943266,host,1.37.1,USB,27,,URB_INTERRUPT in
4577,16.9433,host,1.37.1,USB,91,40fa0101029400384c05fa80024d54021a413ce08934301a081c64070c4e650a0c002300220121f507e082e7e40130e0a2f6070218ffe3e7dd02ea5001111002,URB_INTERRUPT out
4578,16.945262,1.37.1,host,USB,27,,URB_INTERRUPT out
4591,17.151254,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4592,17.151295,host,1.37.1,USB,27,,URB_INTERRUPT in
4593,17.151823,host,1.37.1,USB,91,40fa0101029500384c05fa80024d8519ffe397e1cee5e70794141c6410080198e082c0690098c06de0a24e65e20b0218002cffe3d0dd1075002ec1076530c065,URB_INTERRUPT out
4594,17.153242,1.37.1,host,USB,27,,URB_INTERRUPT out
4595,17.155241,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4596,17.155271,host,1.37.1,USB,27,,URB_INTERRUPT in
4597,17.155661,host,1.37.1,USB,91,40fa0101029600384c05fa80024db6f50be0820098c06de0a2f0070000bc690030d01402ea50012f100f10ffe371e19014d0140030ffe320deffe3bedcffe388,URB_INTERRUPT out
4598,17.157245,1.37.1,host,USB,27,,URB_INTERRUPT out
4599,17.159239,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4600,17.159269,host,1.37.1,USB,27,,URB_INTERRUPT in
4601,17.159546,host,1.37.1,USB,91,40fa0101029700384c05fa80024de7ff6a106093433b070c0130ffe315deffe3b3dc90140230ffe30fdeffe3addc9014bc69003064520030c4550030d1148611,URB_INTERRUPT out
4602,17.161224,1.37.1,host,USB,27,,URB_INTERRUPT out
4603,17.163237,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4604,17.163274,host,1.37.1,USB,27,,URB_INTERRUPT in
4605,17.16373,host,1.37.1,USB,91,40fa0101029800384c05fa80024e186194403b100841381c0c6294413b270c6294413b270c6294423b310c6294403b130c91147d1043e4430023e44000008300,URB_INTERRUPT out
4606,17.165239,1.37.1,host,USB,27,,URB_INTERRUPT out
4607,17.167237,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4608,17.167269,host,1.37.1,USB,27,,URB_INTERRUPT in
4609,17.167643,host,1.37.1,USB,91,40fa0101029900384c05fa80024e49234e6400a20022fb0b003362b49114013362b4e607761000324131131040abffe300f06430ffe393e69114003362b4d807,URB_INTERRUPT out
4610,17.169241,1.37.1,host,USB,27,,URB_INTERRUPT out
4611,17.17124,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4612,17.171276,host,1.37.1,USB,27,,URB_INTERRUPT in
4613,17.171594,host,1.37.1,USB,91,40fa0101029a00384c05fa80024e7a6f10003241310e1040abffe3f2ef6430ffe385e6ffe371f09114681000324131091040abffe3e5ef6430ffe378e6911400,URB_INTERRUPT out
4614,17.173244,1.37.1,host,USB,27,,URB_INTERRUPT out
4615,17.175239,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4616,17.175272,host,1.37.1,USB,27,,URB_INTERRUPT in
4617,17.175541,host,1.37.1,USB,91,40fa0101029b00384c05fa80024eab00ac690030601d003048080030d81c00301c1d0030d4142214036d01b8e813876d01350f331b04434542ec020040a40025,URB_INTERRUPT out
4618,17.17724,1.37.1,host,USB,27,,URB_INTERRUPT out
4619,17.179248,1.37.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,URB_INTERRUPT in
4620,17.179277,host,1.37.1,USB,27,,URB_INTERRUPT in
4621,17.179558,host,1.37.1,USB,91,40fa0101029c00384c05fa80024edc408e444a41a45475418e444a42a44b3d4086228644424c68846c43a40032072744a445a403260524130c4097022a043ae3,URB_INTERRUPT out
4622,17.181245,1.37.1,host,USB,27,,URB_INTERRUPT out
