,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_1,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y22,0,0,2,0,0,0,-3,-2,0,0,-2,-2,0,-2,-2,-2,-2,0,
Y23,2,-4,-2,0,-2,-3,0,-4,-2,0,-2,-2,0,-3,0,-2,-2,0,
Y24,0,-2,0,-2,-3,-2,0,-1,-2,-2,-2,0,-3,-2,-2,-2,-2,1,
Y25,0,0,-3,-2,-2,-2,-2,-3,-4,-2,-3,-2,-2,-2,-4,-2,-2,0,
Y26,2,-2,-4,-2,-3,-2,-3,-4,-4,-3,-2,-2,-2,-2,-2,-2,-2,-2,
Y27,0,-2,-2,-2,-2,-4,-4,-2,-2,-2,-3,2,-2,-2,-3,-2,-3,0,
Y28,2,-2,-3,0,-3,-5,-3,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,
Y29,0,-2,-2,2,-2,-3,2,-3,-2,-2,-3,-2,-3,-2,-3,-1,-4,-2,
Y30,2,-3,-2,-4,-3,-3,-2,-3,-3,-3,-2,-2,-3,-3,-2,-3,-2,-2,
Y31,2,-2,-2,-1,-3,-3,-2,-2,-3,-2,-3,0,-2,-2,-3,-3,-4,-2,
Y32,1,0,0,0,-2,-2,-2,-3,0,-2,-3,-2,0,-4,-2,-2,-2,-4,

,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_2,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y1,,-2,0,0,-2,0,0,0,,,0,0,-2,0,2,0,0,,
Y2,2,2,2,2,3,2,2,2,0,2,2,2,0,-2,2,2,0,2,
Y3,3,2,2,2,2,4,0,-1,4,0,2,4,-2,0,0,2,2,3,
Y4,3,-4,2,2,0,2,2,2,2,0,0,2,0,2,0,2,4,2,
Y5,2,0,1,2,0,0,2,0,-2,-2,0,2,-1,0,2,-2,0,2,
Y6,3,-2,0,2,0,2,2,-2,0,0,0,0,2,0,2,0,0,2,
Y7,3,2,2,0,0,2,2,2,2,0,0,2,2,2,0,2,2,2,
Y8,2,0,0,4,2,0,0,0,2,0,2,2,2,0,1,2,2,4,
Y9,3,1,0,2,2,2,2,-2,0,2,2,0,0,1,0,0,4,2,
Y10,2,0,0,0,3,3,-2,2,0,0,1,0,2,0,-1,2,0,2,
Y11,2,4,0,0,2,0,2,-2,2,2,0,-2,0,2,0,0,4,4,
Y12,4,4,3,0,2,0,0,-1,0,0,2,0,2,0,0,2,2,3,
Y13,3,0,0,4,-2,0,0,0,0,-2,2,0,0,0,0,-2,2,2,
Y14,2,2,0,0,0,2,0,0,2,0,2,-1,-2,0,2,-2,2,2,
Y15,2,0,0,1,0,0,2,0,2,2,0,0,0,0,0,-2,3,2,
Y16,2,0,0,2,0,1,1,-2,0,0,-2,0,0,0,-2,0,4,0,
Y17,2,-2,0,0,-1,-2,-2,0,-2,2,-2,2,0,-2,0,0,2,0,
Y18,2,2,-4,0,0,0,-2,0,0,-2,1,-2,0,0,-1,0,2,0,
Y19,0,0,0,0,-2,0,0,-2,0,0,-3,0,-2,-2,-2,0,4,0,
Y20,-2,2,0,-4,0,0,-2,0,0,-2,-2,-2,-2,-4,0,0,1,0,
Y21,-2,0,0,-2,-2,0,0,-2,-1,0,-3,-2,0,-2,-2,-2,-1,0,
Y22,-2,-2,2,-2,0,0,-2,-2,0,0,-3,-2,-2,-2,-3,0,0,0,
Y23,2,-2,-2,0,0,-2,0,-3,-2,0,-2,-2,-2,-3,0,-2,-2,0,
Y24,0,-2,-2,-2,-3,-2,-2,2,-2,-2,-2,0,-3,-2,-2,-4,0,1,
Y25,0,0,-3,-2,-2,-2,-2,-2,-2,-3,-2,-2,-2,-4,-3,-2,-2,0,
Y26,2,-1,-2,-2,-2,-2,-2,-2,-2,-3,-2,-3,-4,-2,-2,-2,-4,0,
Y27,2,-1,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-3,-3,-2,-3,2,
Y28,2,-2,-2,0,-3,-3,-3,-3,-2,-2,-2,0,-1,-3,0,-3,-2,-2,
Y29,0,0,-3,0,-2,-3,0,-3,-2,-2,-2,-4,-3,-2,-3,0,-3,-2,
Y30,2,-3,-2,-4,-3,-2,-3,-2,-2,-2,-2,-4,-3,-2,-1,-2,-3,-2,
Y31,2,-2,-3,-2,-3,-2,-2,-2,-2,-2,-3,0,-2,-3,-3,-2,-4,0,
Y32,2,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-4,-2,-4,-2,

,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_3,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y1,,-2,0,0,-2,-1,0,0,,,0,2,0,-2,2,0,-2,,
Y2,3,4,2,3,2,0,0,2,0,2,2,2,2,-2,2,2,0,2,
Y3,2,2,4,2,2,4,2,0,4,0,2,3,0,2,0,2,4,3,
Y4,3,-2,2,2,-2,2,2,2,2,0,-2,2,0,2,2,0,2,3,
Y5,4,0,1,2,2,0,2,0,0,-4,0,2,-1,0,0,0,2,2,
Y6,4,-2,2,2,0,2,2,0,2,0,0,2,0,2,2,-2,2,3,
Y7,3,2,2,0,0,2,2,0,2,0,0,2,2,0,0,4,2,2,
Y8,3,2,0,4,2,0,2,0,2,0,2,0,0,0,3,2,4,4,
Y9,3,2,0,2,4,2,2,-2,0,2,1,0,2,1,0,2,3,4,
Y10,4,2,0,2,3,3,-2,2,0,0,1,0,0,2,-1,2,2,2,
Y11,4,6,1,0,4,0,1,-2,2,2,2,-2,2,2,-2,0,4,4,
Y12,4,6,3,2,2,0,0,0,0,2,2,0,0,0,-2,2,4,4,
Y13,4,2,1,2,-2,-2,0,0,0,-2,2,0,1,0,2,0,2,4,
Y14,4,2,2,2,0,2,0,0,1,0,2,-1,-2,2,0,0,4,2,
Y15,2,4,2,0,0,2,0,-2,0,2,0,-2,0,0,2,-2,3,2,
Y16,2,0,0,0,0,1,1,-4,2,0,0,0,2,-2,0,0,2,2,
Y17,4,0,0,0,-1,-2,0,0,0,2,-2,0,0,0,0,2,2,0,
Y18,2,2,-2,0,0,0,-2,-2,-2,-2,1,-2,0,0,-1,0,2,0,
Y19,0,2,0,-2,0,0,0,-2,0,2,-1,-2,0,-2,-2,0,4,0,
Y20,-2,2,0,-2,0,0,-2,0,0,0,-2,-2,0,-4,0,2,1,0,
Y21,-2,0,2,0,0,0,0,-2,-1,0,0,-2,-2,0,-4,-2,0,0,
Y22,0,0,2,-2,2,0,0,-1,2,0,-1,-2,-2,-2,-3,-2,0,0,
Y23,2,-1,-2,0,0,-2,0,-1,-1,0,0,-2,0,-3,0,-4,-2,2,
Y24,2,1,-4,-2,0,-2,0,2,-2,-2,-2,0,-2,-2,-2,-3,0,1,
Y25,2,-2,-2,0,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,-2,-4,2,
Y26,2,0,-2,0,-2,-2,-2,0,-2,-3,-2,-3,-2,-2,-2,-2,-2,0,
Y27,2,-1,-2,0,-2,-2,-2,-2,-2,0,-2,0,-2,-2,-2,-2,-2,2,
Y28,2,-2,-2,0,-2,-2,-2,-3,-2,-2,0,0,0,-2,0,-3,-2,0,
Y29,0,-2,-3,0,-2,-3,-2,-2,-2,-2,-2,-4,-2,0,-3,0,-3,-2,
Y30,2,-3,-2,-2,-3,-1,-3,-2,-2,-2,-2,-4,-2,-2,-2,-1,-3,-2,
Y31,2,-1,-3,-2,-3,0,-2,-2,-2,-2,-2,0,-2,-2,-3,-2,-3,0,
Y32,2,0,0,2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-4,-2,-4,0,

,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_4,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y1,,-2,-2,0,0,-2,0,0,,,0,0,2,-2,2,0,0,,
Y2,2,2,0,2,3,0,0,2,0,2,2,2,2,0,2,2,2,0,
Y3,2,0,2,2,4,4,2,0,2,0,2,3,2,2,2,2,2,2,
Y4,2,-2,2,0,-2,2,2,0,4,0,0,0,0,2,2,2,2,2,
Y5,1,0,1,2,2,0,2,2,-2,-2,0,2,0,2,2,-4,2,2,
Y6,2,0,0,2,-2,2,2,0,4,2,0,2,0,2,2,0,2,3,
Y7,4,2,2,0,0,2,2,0,2,0,0,2,4,0,0,2,2,2,
Y8,4,2,-2,1,2,0,4,-2,2,2,2,2,0,0,3,2,2,4,
Y9,3,2,0,2,4,2,0,-2,0,2,0,0,2,3,2,2,3,4,
Y10,2,0,0,2,3,2,0,2,0,0,1,0,2,2,-1,2,4,2,
Y11,0,2,-1,0,4,0,1,0,2,0,2,0,2,2,-2,2,4,2,
Y12,3,2,2,2,2,-2,0,-1,0,0,2,0,2,-2,-2,4,4,4,
Y13,3,2,-2,2,-2,-2,0,2,-2,-2,0,0,1,-2,2,0,2,4,
Y14,4,2,0,2,0,2,0,0,1,0,2,-1,0,2,2,2,2,2,
Y15,2,2,2,0,0,0,0,-2,2,3,2,0,2,0,4,0,3,4,
Y16,4,2,0,2,-2,1,0,-4,2,0,0,0,2,0,0,0,2,2,
Y17,4,0,0,0,-1,-2,-2,-4,-2,2,-2,-2,0,0,0,0,2,0,
Y18,0,2,0,0,0,-2,-4,-4,-2,0,1,-3,0,0,-1,0,2,2,
Y19,2,2,0,0,0,0,-2,-2,0,4,-1,-2,0,0,-2,0,4,0,
Y20,-2,2,0,-2,2,0,-2,2,0,0,0,-2,2,-2,0,4,2,0,
Y21,0,0,0,0,0,-2,-2,0,-1,0,0,-2,-2,0,-2,0,0,0,
Y22,0,0,0,0,0,0,-2,-2,2,0,-3,-2,2,0,-3,-2,0,0,
Y23,2,-1,-2,0,0,-1,0,-3,-2,0,-2,-2,-2,-3,0,-2,-2,2,
Y24,0,0,-2,-1,0,-2,0,0,-3,-4,-2,0,-2,-2,-4,-2,0,1,
Y25,2,-2,-2,0,-2,-3,-2,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,
Y26,2,0,-1,0,-2,-1,-2,0,-1,-3,-3,-3,-2,-2,-4,-2,-2,0,
Y27,2,-1,0,0,-3,-2,-2,0,-4,-2,-2,0,-2,-2,-2,0,-1,2,
Y28,0,-2,0,-2,-3,-1,-2,-2,-2,-2,-2,0,0,-2,0,-2,0,2,
Y29,0,0,-3,0,-2,-3,-2,-2,-1,-3,-2,-4,-3,1,-3,-2,-3,0,
Y30,2,-2,-2,-2,-3,-1,-2,-2,-3,-2,-3,-3,-2,-2,-2,-2,-2,-2,
Y31,2,-1,-3,-2,-3,-1,-2,-2,-2,0,-2,-2,-2,-2,-2,-3,-3,2,
Y32,2,-2,-4,2,-2,-3,0,-2,-2,0,-2,-4,-2,-2,-3,-2,-2,0,

,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_5,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y1,,-2,-4,0,-2,-2,0,-2,,,0,0,2,-2,2,0,-2,,
Y2,3,2,0,0,2,2,-2,2,-2,2,0,2,2,-2,2,2,0,2,
Y3,3,0,2,0,4,3,0,0,2,0,2,2,2,2,2,2,2,0,
Y4,1,-2,0,0,-2,4,0,2,4,0,0,0,0,2,0,0,2,2,
Y5,1,-2,1,2,0,2,2,0,0,-2,0,2,0,2,2,-2,2,2,
Y6,0,0,0,2,0,0,2,-4,2,2,2,0,0,2,2,0,2,3,
Y7,3,2,2,0,-2,2,0,0,4,0,-2,0,1,-2,0,2,0,0,
Y8,3,2,-2,1,0,0,2,0,0,0,0,2,0,0,3,2,2,2,
Y9,3,2,0,0,2,2,0,-2,0,2,0,0,4,3,0,2,3,2,
Y10,2,0,0,0,1,1,-2,0,0,0,1,0,2,2,-1,2,4,2,
Y11,2,2,-1,0,0,0,1,0,2,2,0,0,2,2,-2,2,3,2,
Y12,3,3,0,0,2,-2,-2,-1,-2,0,0,-2,2,-2,-2,2,2,2,
Y13,2,2,-2,0,-2,-2,0,0,-2,-2,2,0,2,-2,2,0,0,2,
Y14,3,0,0,2,0,2,0,-2,1,0,2,-2,0,2,2,2,4,0,
Y15,2,2,0,0,-2,0,0,-2,0,2,2,-2,2,0,2,0,2,2,
Y16,4,0,-2,-2,-2,1,0,-3,0,-2,-2,0,2,0,-2,0,2,2,
Y17,4,0,0,0,-3,-2,-2,-4,-2,0,-2,-2,0,0,0,0,2,0,
Y18,0,2,0,0,0,-2,-2,-4,-2,0,0,-1,2,0,-1,2,2,0,
Y19,2,2,0,0,0,0,-2,-2,0,2,-1,-2,0,-2,-2,-2,1,0,
Y20,-2,0,-2,-2,2,0,0,2,-2,-2,-2,-2,0,-2,-2,2,1,0,
Y21,0,0,0,-2,0,-4,-2,-2,-1,0,-2,-2,-2,-2,-4,-2,-1,0,
Y22,2,0,0,0,0,0,-2,-2,2,0,-3,-2,2,-2,-3,-2,-2,0,
Y23,2,-1,-2,0,-2,-3,-2,-2,-1,2,-2,0,-2,-4,-2,-2,-3,0,
Y24,2,-2,-4,-2,-2,0,0,0,-3,-2,-2,-2,-3,-2,-2,-2,-2,1,
Y25,0,-4,-2,0,-2,-3,-2,-3,-2,-2,-2,0,-2,-2,0,-2,-2,0,
Y26,2,-2,-3,-2,-2,-2,-3,-2,-1,-3,-3,-3,0,-2,-2,-2,-2,2,
Y27,2,-2,-2,-2,-3,-2,-2,-4,-4,-2,0,0,-2,-3,-2,-2,0,0,
Y28,0,-4,-1,-4,-2,-2,-2,-2,-3,-2,0,0,0,-2,0,-3,-2,0,
Y29,-2,-2,-3,-2,-3,-4,-4,-3,-2,-3,-2,-2,-1,0,-3,-2,-3,-2,
Y30,4,-3,-2,-3,-2,-1,-2,-2,-2,-2,-3,-2,0,-2,-3,-4,-4,-2,
Y31,2,-3,-4,-2,-2,-1,-2,-3,-3,-2,-2,-2,-2,-2,-2,-4,-4,0,
Y32,2,-2,-4,0,-3,-3,-2,-2,-2,-2,-2,-4,-2,-2,-3,-2,-2,0,

,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_6,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y1,,0,-2,0,-2,-2,2,-2,,,0,-2,4,-2,2,0,-2,,
Y2,3,2,2,0,2,0,0,0,-2,0,0,2,0,0,2,2,-2,2,
Y3,2,0,2,0,2,1,0,0,2,0,2,0,2,2,0,2,1,-1,
Y4,0,0,0,0,-2,2,2,2,1,0,2,0,2,0,2,2,4,0,
Y5,1,-2,1,2,0,0,2,2,-2,-2,2,0,0,2,4,-4,0,2,
Y6,0,2,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,1,
Y7,2,2,2,-2,0,2,0,0,2,0,0,0,0,0,0,3,2,0,
Y8,2,0,-2,-1,0,0,0,-2,0,0,0,0,0,0,3,3,0,2,
Y9,2,0,2,0,0,4,0,-2,0,2,0,0,2,3,0,2,2,2,
Y10,0,0,0,2,1,2,0,0,0,0,2,0,2,2,-1,2,2,2,
Y11,2,0,-1,-2,-2,0,2,0,2,0,2,-2,2,2,-2,2,2,2,
Y12,2,1,1,0,0,-2,-2,-1,-2,0,0,0,0,0,-2,0,2,3,
Y13,2,2,-4,0,-2,-2,-2,0,-2,-2,2,0,1,0,2,0,0,0,
Y14,3,0,2,2,0,0,0,-2,1,2,2,-1,-2,2,2,0,4,0,
Y15,0,2,2,0,-2,0,0,-2,0,1,0,-2,2,2,4,-2,3,2,
Y16,2,2,-2,0,-2,1,0,-3,-2,0,0,-2,2,0,-2,0,2,2,
Y17,1,-2,2,-2,-3,-2,-2,0,-4,0,-2,-4,0,0,0,0,0,0,
Y18,0,2,0,-2,0,-2,-2,-2,-2,0,1,-1,2,-2,-1,0,0,0,
Y19,-2,2,-2,-2,-2,0,-2,-2,0,0,-1,-2,0,0,0,0,1,0,
Y20,-2,0,-2,-4,0,-2,0,2,-2,0,-2,0,0,-2,-2,0,1,0,
Y21,2,0,0,-2,-2,-4,0,-2,-1,0,-3,-2,-2,-2,-2,-2,0,0,
Y22,2,0,0,2,-2,0,-2,-2,0,0,-3,-2,0,-2,-3,-2,-2,0,
Y23,2,-2,-2,-2,-4,-3,-2,-2,-2,0,-2,0,-2,-3,0,-2,-2,0,
Y24,0,0,-2,-2,-2,-2,-2,0,-3,-2,-4,-2,-3,-2,-2,-2,-2,1,
Y25,0,-4,-3,-2,-2,-3,-3,-3,-3,-2,-2,0,-2,-4,-2,0,-3,-2,
Y26,2,0,-3,-4,-3,-2,-2,-4,-4,-3,-3,-2,-2,-2,-2,-4,-3,0,
Y27,0,-1,0,-2,-4,-2,-2,-4,-4,-2,-2,0,0,-2,-2,-2,-3,0,
Y28,0,-3,-2,-4,-4,-4,-2,-2,-4,-2,0,-2,0,-2,-2,-3,-2,0,
Y29,-2,-2,-2,-2,-4,-5,-4,-4,-4,-2,-2,0,-2,-2,-3,-4,-2,-2,
Y30,1,-2,-2,-3,-4,-2,-2,-4,-4,-4,-3,-2,-2,-2,-2,-2,-3,0,
Y31,2,-3,-3,-2,-3,-2,-2,-4,-4,-2,-3,-2,-2,-2,-3,-3,-3,0,
Y32,1,-4,-4,-2,-3,-3,-2,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,

,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_7,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y1,,0,-2,-2,-2,-2,0,0,,,0,-4,2,0,2,0,-2,,
Y2,2,2,0,0,2,0,0,2,0,2,2,2,0,0,2,2,0,4,
Y3,2,0,0,0,2,2,0,0,2,0,2,0,0,2,0,2,3,2,
Y4,1,0,0,2,0,2,2,4,2,0,0,0,0,0,2,0,0,2,
Y5,1,-2,1,2,0,2,2,2,2,0,2,0,-2,0,2,-2,-2,3,
Y6,0,0,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,2,
Y7,2,2,2,-2,0,2,0,0,2,-2,-2,0,0,0,2,3,0,0,
Y8,2,0,0,-1,0,0,0,0,0,2,2,0,2,0,3,3,0,2,
Y9,4,1,0,0,0,2,2,-2,0,2,2,-2,2,1,2,2,2,3,
Y10,0,0,0,2,1,0,-2,0,0,0,2,0,0,0,-1,2,2,4,
Y11,2,1,0,0,-2,0,1,-2,0,2,2,-2,2,0,-4,2,2,2,
Y12,2,1,0,0,0,0,-2,-1,0,0,2,0,0,0,-2,0,2,3,
Y13,2,2,-2,0,-2,0,-2,0,-2,0,4,0,2,2,2,2,4,0,
Y14,3,0,2,0,0,2,0,0,1,2,2,-1,0,0,2,2,3,2,
Y15,2,0,0,0,-2,2,0,-2,0,1,0,0,2,0,0,0,3,2,
Y16,2,2,-2,0,-2,1,0,-2,-2,0,0,0,2,2,-2,-2,4,2,
Y17,0,0,0,-2,-4,-2,-2,0,-4,2,-2,-2,-2,0,0,0,2,2,
Y18,0,2,0,-2,-2,-2,-2,-2,-2,-2,1,0,0,-2,-1,0,0,0,
Y19,0,2,-2,-2,-4,-2,0,0,0,2,-1,-2,0,-2,0,0,1,2,
Y20,0,2,-2,-2,0,-2,0,0,-2,-2,-2,0,0,0,-2,0,0,-2,
Y21,0,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4,-2,1,0,
Y22,2,-2,0,-2,-2,0,-3,-2,2,0,-2,-2,-2,-2,-3,-4,0,2,
Y23,2,-2,-4,-2,-4,-2,-2,-2,-2,-2,-2,0,-2,-3,0,-2,-1,2,
Y24,2,0,-2,-2,-1,-2,-2,2,-3,-3,-4,0,-3,-2,-2,-2,-4,1,
Y25,2,-2,-3,0,-2,-3,-3,-1,-3,-2,-2,0,-4,-4,-2,-2,-2,0,
Y26,2,-2,-3,-6,-4,-4,-2,-3,-2,-2,-3,-2,-2,-3,-2,-4,-4,2,
Y27,2,-2,-2,-4,-4,-4,-2,-2,-2,-2,-2,0,-2,-3,-2,-3,-3,0,
Y28,-2,-3,-3,-4,-4,-4,-2,-2,-3,-2,-2,-2,-2,-3,-2,-2,-2,0,
Y29,-2,-2,-3,0,-3,-2,-3,-3,-2,-2,-2,-1,-2,-2,-3,0,-2,0,
Y30,0,-3,-2,-3,-2,-2,-2,-2,-3,-2,-3,-2,-2,-2,-2,-2,-3,0,
Y31,0,-3,-2,-2,-3,-2,-2,-3,-3,-2,-3,-2,-2,-3,-3,-3,-3,0,
Y32,1,-2,-2,-2,-3,-2,-2,-3,-2,-1,-2,-2,0,-2,-3,-2,-2,0,

,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_8,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y1,,0,-2,0,-2,-2,0,-2,,,0,-2,2,0,2,0,-2,,
Y2,2,0,0,0,1,0,-2,0,2,2,2,0,2,0,2,2,0,4,
Y3,2,0,2,0,0,0,2,0,2,0,2,1,0,2,0,2,2,2,
Y4,2,-2,0,2,-2,2,2,4,2,0,-2,0,0,0,2,0,1,2,
Y5,2,0,2,0,0,0,2,2,2,2,2,0,-2,0,2,-2,-2,1,
Y6,0,2,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,1,
Y7,2,3,2,0,0,2,0,0,2,0,-2,0,2,0,0,2,2,0,
Y8,2,2,0,0,0,0,0,0,2,2,0,0,0,-2,1,0,2,2,
Y9,2,2,2,0,2,0,2,-2,0,0,2,0,0,2,2,0,3,2,
Y10,2,2,0,0,1,0,-2,-2,0,0,1,0,2,0,-1,0,2,2,
Y11,4,2,0,0,2,2,1,-2,0,2,2,-2,2,0,-2,2,2,2,
Y12,3,2,1,0,0,0,-2,-1,-2,2,2,0,0,0,-2,0,2,3,
Y13,2,2,0,0,-2,0,0,0,0,0,2,0,2,2,2,2,2,2,
Y14,2,0,2,-2,0,2,0,2,2,2,0,-1,0,2,0,0,2,2,
Y15,2,2,2,0,-2,2,0,0,0,2,-2,0,2,-2,0,0,3,4,
Y16,3,2,0,0,-2,1,0,-1,-2,0,-2,-2,0,2,-2,-2,2,2,
Y17,2,0,0,0,-3,-2,-2,0,-3,0,0,-2,0,0,0,0,2,2,
Y18,2,2,-2,-2,0,-2,-2,-2,-2,0,0,-2,0,-2,-1,0,2,0,
Y19,2,2,0,0,-2,0,0,-2,0,2,-2,-2,-2,-2,-2,2,2,2,
Y20,0,0,-2,-1,0,0,-2,-2,0,-2,-2,0,-2,-2,-4,-2,2,0,
Y21,2,0,2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-3,-2,0,0,
Y22,2,-2,0,-2,-2,0,-3,-2,0,-2,-2,-2,-2,2,-3,-2,0,2,
Y23,2,-1,-2,-2,-2,-3,-2,-2,0,0,0,0,-4,-2,0,-4,-2,0,
Y24,2,0,-2,-2,-2,-4,-2,2,-2,-2,-2,-2,-3,-4,-2,-3,-4,1,
Y25,2,-2,-2,-2,-2,-4,-3,0,-3,-2,-2,-2,-4,-2,-3,0,-3,0,
Y26,0,-2,-3,-1,-2,-4,-3,-2,-2,-3,-2,-2,-2,-2,-2,-2,-2,2,
