,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_1,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y27,0,-2,0,-2,-3,-4,-2,-2,-2,-2,-2,0,-2,-4,-1,-3,-3,0,
Y28,0,-3,-3,-2,-3,-3,-2,-2,-3,-2,0,-2,-2,-2,-2,-2,-4,0,
Y29,2,-2,-3,0,-3,-2,-2,-3,-3,-2,-2,0,-2,-2,-2,-2,-3,0,
Y30,1,-3,-2,-2,-3,-2,-2,-2,-3,-2,-2,-2,-2,-2,-2,-3,-3,2,
Y31,2,-3,-3,-2,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,0,
Y32,1,-2,-2,-2,-3,-3,-2,-3,-2,0,-2,0,-2,-3,-2,-1,-2,0,

,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_9,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y1,,-2,0,0,-2,-1,0,0,,,2,-4,0,-2,0,0,0,,
Y2,2,2,0,0,1,2,-2,0,0,4,4,0,2,0,2,2,0,2,
Y3,3,0,2,0,0,1,0,0,2,2,4,0,-2,2,0,2,0,2,
Y4,2,-4,2,2,-2,2,2,2,2,0,0,0,0,0,0,0,1,2,
Y5,1,-2,1,2,-2,0,2,0,2,2,2,0,-2,0,4,-2,0,1,
Y6,2,0,0,0,0,0,0,0,2,2,2,-2,2,0,0,-2,-2,1,
Y7,2,3,2,2,0,0,0,0,2,0,-2,0,2,2,2,2,2,0,
Y8,2,4,0,0,2,0,0,2,2,0,0,0,2,0,2,2,2,2,
Y9,1,2,0,0,4,0,0,-2,2,2,2,0,2,3,2,0,3,3,
Y10,2,4,0,0,1,0,-2,-2,0,0,2,0,0,2,-1,2,2,3,
Y11,2,2,0,0,2,0,1,-2,2,2,2,0,2,2,0,2,2,4,
Y12,3,2,2,2,2,0,-2,-1,-2,2,0,0,0,0,-2,0,3,2,
Y13,2,2,2,2,0,0,0,0,0,0,2,0,2,2,2,2,2,2,
Y14,2,0,2,0,0,0,-2,0,2,4,0,-1,0,2,0,2,2,2,
Y15,2,2,-2,0,-2,2,0,0,0,2,-2,2,2,0,2,0,3,2,
Y16,2,0,0,2,-2,1,2,-2,-2,4,-2,0,2,2,0,-2,2,0,
Y17,2,2,0,0,-1,-2,-2,2,0,0,0,0,0,0,2,0,2,2,
Y18,4,2,-2,0,0,-2,-4,-2,-2,0,0,-1,0,-2,-1,0,2,2,
Y19,2,2,0,0,-2,0,0,-4,2,2,-2,-2,-2,0,-2,0,0,2,
Y20,-2,0,-2,-1,0,0,-2,-2,0,0,-2,0,-2,-2,-2,0,2,-2,
Y21,0,0,2,-2,-2,0,-4,-2,0,0,0,-2,-2,2,-2,-2,-3,-2,
Y22,0,-2,0,-2,0,0,-3,-2,0,0,-1,-3,0,0,-3,-2,0,-2,
Y23,2,-1,-2,-2,0,-2,-2,-1,0,2,0,-2,-2,-2,-2,-2,-1,2,
Y24,0,2,-2,-2,-2,-2,-2,2,0,-1,0,-2,-3,-2,-2,-3,-2,2,
Y25,2,-2,-3,0,-3,-2,-3,1,-1,-1,-2,-2,-2,-2,-2,0,-3,-2,
Y26,0,-2,-2,0,-2,-2,-3,-2,0,-1,0,-3,-2,-2,-2,-2,-2,2,
Y27,0,-2,0,-2,-2,-1,-2,0,-2,0,-1,0,-2,-3,-1,-3,-3,0,
Y28,0,-3,-2,-2,-2,-2,-3,-1,-3,-2,0,-2,-2,-2,0,-3,-3,0,
Y29,2,-2,-2,0,-3,-1,-1,-3,-2,-2,-2,0,-2,-2,-2,-2,-3,0,
Y30,1,-3,-3,-2,-3,-2,-2,-2,-3,-2,-1,0,-2,-2,-1,-3,-2,0,
Y31,2,-3,-2,-3,-2,-2,-3,-2,-2,-2,1,-2,-3,-2,-2,-3,-2,0,
Y32,1,-2,-2,0,-2,-3,-2,-2,-2,0,-1,0,-2,-2,-2,0,-2,-2,

,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_10,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y1,,-2,0,0,-4,-1,0,-2,,,0,-2,0,-2,2,0,-2,,
Y2,2,0,0,0,2,0,0,2,2,4,2,2,2,0,2,4,0,0,
Y3,3,2,0,0,0,2,0,0,2,0,4,0,0,2,0,2,0,1,
Y4,1,-4,0,0,0,2,2,2,1,0,0,0,0,2,2,0,1,0,
Y5,1,-2,0,0,0,0,2,0,2,0,2,0,2,2,2,-4,0,0,
Y6,0,0,0,0,2,0,0,0,0,2,0,0,2,0,2,0,-2,1,
Y7,0,1,0,2,0,0,0,0,2,0,0,0,4,2,2,3,2,0,
Y8,2,0,0,0,2,-2,0,0,0,0,0,2,2,0,3,3,2,2,
Y9,2,2,0,2,2,0,0,-2,0,0,2,0,2,3,4,0,2,3,
Y10,2,2,2,0,2,1,-2,0,0,0,1,2,2,2,-1,2,2,3,
Y11,2,0,-2,0,2,0,2,0,0,2,0,-2,2,2,-2,2,2,2,
Y12,3,0,0,2,2,-2,-2,-1,-2,0,0,0,0,2,0,2,2,2,
Y13,2,2,2,2,-2,2,0,2,0,0,0,0,2,2,2,2,0,2,
Y14,2,2,2,0,-2,0,0,2,2,2,0,0,-2,0,2,2,2,2,
Y15,2,0,-2,2,-2,2,0,2,0,1,-2,0,0,2,2,0,3,2,
Y16,2,0,0,0,-2,0,0,-1,0,2,-2,0,2,2,0,-2,2,0,
Y17,2,0,0,0,-2,-2,-2,0,-1,0,0,0,0,0,2,0,2,0,
Y18,2,2,-2,0,-2,-2,-2,0,-2,-2,0,-2,-2,0,-1,0,2,2,
Y19,0,0,0,-2,-2,0,0,-2,2,2,-2,-2,0,-2,-2,0,2,0,
Y20,-2,0,-2,-2,0,-2,-2,-2,-2,0,-2,0,-2,-2,0,-2,0,2,
Y21,0,0,0,-2,-2,-2,0,0,-1,-2,-2,-2,-2,2,-1,-2,-2,-2,
Y22,0,-2,0,-2,0,0,-2,0,0,0,0,-2,-2,0,-2,-2,-2,0,
Y23,4,-3,-2,-2,-2,-2,-2,-3,0,0,-2,-2,-2,-3,0,-4,-2,2,
Y24,0,-2,-3,-3,-3,-2,-4,2,-3,-2,-2,0,-3,-2,-2,-3,-2,2,
Y25,0,-2,-3,0,-2,-3,-3,-1,-3,-2,-2,-2,-2,-2,-2,0,-3,-2,
Y26,0,-2,-3,0,-2,-2,-3,-2,-1,-3,-1,-3,-2,-2,-2,-2,0,0,
Y27,0,-2,0,-2,-2,-2,-2,0,-3,-2,-2,0,-2,-3,0,-3,-2,2,
Y28,0,-2,-3,-2,-2,-3,-3,-1,-3,-2,0,0,-2,-2,0,-3,-2,0,
Y29,2,-2,-2,0,-2,-1,-1,-3,-2,-2,-2,0,-2,-2,0,-2,-2,-2,
Y30,0,-3,-2,-2,-3,-2,-2,-3,-2,-3,-2,0,-2,-2,1,-3,-2,-2,
Y31,0,-3,-3,-4,-4,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,0,
Y32,0,-2,-3,-2,-4,-3,-2,-2,-2,0,-1,0,0,-2,0,0,-4,0,

,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_11,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y1,,0,-2,0,-2,-1,0,-2,,,0,-2,2,0,2,0,-2,,
Y2,2,2,0,0,2,0,0,2,0,4,2,2,2,-2,4,4,2,2,
Y3,3,0,2,-2,0,1,0,0,0,0,2,0,0,2,2,2,0,0,
Y4,1,-1,2,0,0,2,2,2,1,0,0,0,0,2,2,0,2,0,
Y5,1,-2,1,0,-2,0,2,-2,0,-2,2,0,4,2,4,-2,0,1,
Y6,0,0,0,-2,0,0,2,0,0,2,0,2,0,-2,2,0,-2,1,
Y7,1,1,0,0,0,0,0,2,2,-2,0,2,2,2,2,3,2,0,
Y8,0,0,2,-2,0,0,0,-2,0,-2,2,2,0,0,3,2,2,2,
Y9,2,2,0,0,2,2,0,0,0,2,2,2,2,4,4,0,2,3,
Y10,2,2,-2,2,2,1,-2,0,0,0,3,0,2,4,1,2,2,3,
Y11,2,0,-2,0,0,0,2,0,0,4,0,0,2,4,0,2,2,3,
Y12,3,0,2,0,2,-2,-2,-1,-4,0,2,0,0,2,0,2,2,2,
Y13,2,2,0,0,0,0,0,0,0,0,2,0,2,2,4,0,0,0,
Y14,3,2,2,0,-2,0,0,0,1,2,0,-1,0,0,2,2,0,2,
Y15,2,2,-2,0,-2,2,0,0,0,2,-2,0,0,2,2,0,3,2,
Y16,2,0,0,0,-2,1,0,-1,-2,2,0,0,2,0,0,-2,2,-2,
Y17,4,-2,0,-2,0,-2,-2,0,-1,2,0,-2,0,2,0,0,2,2,
Y18,2,2,-4,-2,0,-2,-2,-2,-2,-2,0,-1,0,2,-1,0,2,2,
Y19,0,2,-2,-2,-2,0,0,-2,0,2,-1,0,-2,0,0,0,0,0,
Y20,0,2,-2,-2,0,0,0,-2,0,-2,0,-2,-2,-2,0,0,2,2,
Y21,0,2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,2,-1,-2,-1,-2,
Y22,2,-2,0,-4,-2,0,-3,0,0,0,0,-2,-2,0,-1,0,-2,0,
Y23,2,-1,-2,-2,-2,-2,0,-3,-2,-2,-2,0,0,-2,0,-3,-1,2,
Y24,0,-2,-2,-2,-2,-4,-2,-2,-3,-2,-2,-2,-3,-2,-2,-2,-2,1,
Y25,2,-2,-3,-2,-3,-2,-2,-2,-3,-3,-2,-2,0,-2,-2,0,-2,-2,
Y26,0,-2,-3,-2,-2,-2,-3,-2,-2,-3,-2,-3,0,-2,-2,0,0,0,
Y27,2,-2,0,-2,-2,-3,-2,-2,-2,0,-3,0,-2,-2,0,-2,-1,2,
Y28,0,-3,-3,-3,-2,-3,-2,-1,-3,-2,0,0,-2,-3,-2,-2,-3,0,
Y29,2,-4,-2,0,-3,0,0,-3,-2,-2,-3,2,-2,-2,-2,-2,-3,-2,
Y30,1,-3,-2,-3,-2,0,-2,-3,-2,-3,-2,0,-3,0,-1,-3,-2,-2,
Y31,0,-2,-3,-3,-3,-2,-2,-3,-3,-3,0,-2,-3,-2,-2,-3,-2,2,
Y32,1,-4,-2,0,-2,-2,0,-3,-2,0,-1,0,-2,-2,1,2,-2,0,

,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_12,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y1,,0,-2,0,-2,-1,0,-2,,,0,-2,2,-2,2,0,-2,,
Y2,1,2,2,-2,1,0,0,2,0,1,2,2,2,0,2,4,0,2,
Y3,1,-2,0,0,0,1,0,-2,0,0,2,0,-2,2,0,2,0,0,
Y4,1,-1,0,-2,-2,2,2,2,1,0,0,-2,0,0,0,0,1,0,
Y5,0,-4,0,0,-4,0,0,-2,-2,0,2,0,2,0,1,-1,0,2,
Y6,0,-2,0,0,-2,0,0,0,0,0,0,0,2,0,2,0,-2,1,
Y7,0,1,0,0,0,0,0,0,2,0,0,2,2,2,2,3,2,0,
Y8,0,0,0,0,0,0,2,-2,0,0,0,2,2,-2,3,2,2,2,
Y9,0,2,0,-2,0,0,0,0,0,0,2,2,2,3,2,0,3,3,
Y10,2,2,-2,2,0,1,0,0,0,-2,2,0,0,4,-2,0,0,2,
Y11,2,-2,-4,-2,2,-2,0,-2,0,2,0,0,4,4,0,0,2,2,
Y12,2,0,0,0,0,-2,-4,-3,-2,-2,2,0,0,0,0,0,2,2,
Y13,2,2,0,2,0,2,0,0,0,0,2,0,2,2,2,2,0,0,
Y14,2,2,0,0,0,2,0,2,2,2,2,0,0,0,2,2,1,0,
Y15,0,2,0,0,-4,2,-2,0,2,2,0,0,0,0,2,-2,1,1,
Y16,1,0,-2,0,-2,1,0,-1,0,2,0,-2,2,0,0,-2,1,-2,
Y17,2,0,-2,-2,0,-4,0,0,-1,2,0,0,-2,2,0,0,2,2,
Y18,4,0,-2,0,0,-2,-1,0,-2,-2,2,-1,0,2,-1,0,0,2,
Y19,-2,0,0,-2,-4,0,0,-2,0,2,-1,0,-2,0,0,-2,0,2,
Y20,0,0,-2,-2,-2,0,-2,0,0,-2,0,-2,-2,0,0,2,2,0,
Y21,-2,0,0,-2,-2,-2,-2,-2,-3,-2,-3,-2,-2,2,-1,-2,-1,-2,
Y22,0,-2,0,-4,-2,0,-3,-2,-2,-2,-1,-2,0,0,-3,-2,-2,-2,
Y23,2,-2,-2,-2,0,-2,0,-3,0,-2,-2,-2,-2,-3,2,-3,-2,2,
Y24,2,0,-3,-2,-2,-3,-2,0,-3,-3,-2,0,-2,-2,-2,-2,-2,2,
Y25,0,-3,-3,-2,-3,-2,-2,-4,-5,-3,-1,-2,-2,-2,-2,-2,-2,-2,
Y26,0,-4,-3,-2,-2,-2,-3,-4,-2,-3,-2,-3,0,-3,-4,0,0,-2,
Y27,0,-3,-2,-2,-3,-2,-4,-2,-4,-2,-2,-2,-2,-2,-2,-2,-3,2,
Y28,0,-3,-2,-3,-2,-2,-3,-2,-4,-4,-2,-4,-2,-3,-2,-3,-3,-2,
Y29,0,-2,-2,-2,-2,0,0,-3,-2,-2,-2,2,-2,-2,0,-2,-3,-2,
Y30,1,-3,-2,-3,-2,0,0,-3,-2,-2,-3,0,-2,-2,0,-3,-3,-2,
Y31,0,-2,-2,-3,-3,0,-2,-3,-2,-4,-1,-2,-3,-2,-2,-3,-2,0,
Y32,1,-2,-2,-2,-2,-2,-2,-3,-2,-2,-3,2,-2,-2,-1,-2,-3,2,

,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_13,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y1,,0,-4,0,-4,-1,0,0,,,2,0,0,-2,0,-2,-2,,
Y2,2,2,2,0,1,0,0,2,2,0,2,0,2,0,2,2,0,2,
Y3,1,0,0,0,0,0,0,-4,2,0,2,0,-2,4,2,4,2,0,
Y4,0,-1,0,0,-2,0,2,2,1,0,0,0,-2,2,2,0,2,0,
Y5,1,-2,0,0,-2,0,2,2,-2,0,2,0,0,2,2,2,2,3,
Y6,0,-2,2,0,0,0,2,0,2,0,0,0,4,2,2,0,2,2,
Y7,0,0,0,0,0,0,2,2,2,0,0,4,2,0,2,3,4,0,
Y8,0,0,0,2,-2,0,2,-2,2,0,0,2,2,0,3,2,2,2,
Y9,2,2,0,-2,2,0,0,0,0,0,0,0,2,2,2,0,2,3,
Y10,2,2,0,2,1,1,0,0,0,-2,2,0,2,3,-2,2,0,2,
Y11,0,-2,-2,-2,2,0,1,0,0,2,2,-2,2,2,0,0,2,2,
Y12,2,0,2,0,0,-2,-2,-1,-2,0,2,0,0,2,0,0,2,3,
Y13,0,2,-2,2,0,0,0,0,0,0,2,0,3,4,0,2,2,0,
Y14,2,2,2,0,2,2,0,0,2,2,2,0,0,2,0,2,2,0,
Y15,0,2,0,0,-2,0,0,0,2,1,0,0,2,0,2,-2,2,2,
Y16,2,0,0,0,-4,0,0,0,0,2,-4,0,4,-2,-2,0,1,0,
Y17,1,-2,-2,-2,-2,-4,0,0,-1,0,0,0,-2,2,0,0,2,2,
Y18,1,0,-2,0,-2,-2,0,0,-2,-2,0,-1,0,2,0,0,0,2,
Y19,0,0,0,-2,-3,0,0,-4,0,2,-1,2,-2,-2,-2,-2,0,2,
Y20,-2,0,-2,-2,-2,0,0,0,0,-2,0,-2,0,0,0,2,2,0,
Y21,-2,0,2,-2,-2,-1,0,-2,-1,0,-2,-2,-2,2,-2,-2,-1,0,
Y22,-2,-2,0,-2,-2,0,0,0,0,0,-3,-2,0,0,-1,-2,-2,-2,
Y23,2,-2,-2,0,0,-3,0,-3,-2,-2,-2,-2,0,0,2,-2,-2,0,
Y24,0,0,-4,-2,-3,-3,-2,0,-3,-2,-2,-2,-3,-2,-2,-2,0,1,
Y25,0,-3,-3,-2,-3,-2,-3,-2,-2,-3,-2,-2,-2,-2,-3,0,-2,-2,
Y26,0,-4,-3,-2,-3,-3,-1,0,-2,-3,-3,-2,0,-3,-2,0,0,0,
Y27,0,-2,-2,-2,-2,-3,-2,-2,-2,0,-2,0,-2,-2,0,-2,-2,0,
Y28,0,-3,-2,-2,-2,-2,-2,-2,-2,-4,-2,-2,-2,-3,-2,-2,-3,-2,
Y29,0,-2,-2,0,-2,-1,2,-3,-2,-2,-3,2,0,0,-2,-2,-2,0,
Y30,0,-3,-2,-2,-2,0,0,-3,-3,-2,-3,0,-2,-2,1,-2,-2,0,
Y31,2,-1,-2,-3,-2,-2,-2,-3,-2,-2,0,-2,-3,-2,-2,-2,-2,0,
Y32,1,0,-2,-2,-3,-2,0,-2,-2,-2,-3,0,-2,-3,1,-2,-2,-2,

,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_14,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y1,,0,-4,-2,-2,-1,0,0,,,0,-2,0,0,0,-2,-2,,
Y2,2,2,0,0,1,0,2,2,2,2,4,2,2,0,2,1,2,2,
Y3,2,2,2,0,2,1,0,-2,2,0,0,0,0,2,0,2,2,0,
Y4,1,-1,0,0,0,0,2,2,0,0,-2,2,2,2,0,2,2,2,
Y5,1,0,2,0,-2,0,2,2,-2,-2,0,0,0,2,2,2,2,2,
Y6,2,-2,2,0,-2,0,2,0,2,2,0,0,2,0,0,2,0,0,
Y7,0,0,2,2,-2,2,2,0,2,-2,2,4,2,0,2,2,2,0,
Y8,0,0,2,0,-2,0,2,-2,0,0,2,2,2,0,3,3,0,2,
Y9,0,2,0,-2,0,0,2,0,0,0,0,2,4,2,2,2,2,2,
Y10,2,2,0,2,1,2,0,0,2,0,2,0,2,2,-2,2,0,2,
Y11,0,0,0,-2,0,0,1,0,2,2,2,-2,2,2,0,0,2,2,
Y12,1,0,2,0,0,0,-2,0,-2,0,4,0,0,2,0,2,2,3,
Y13,2,2,-2,0,-2,0,0,2,0,0,2,0,1,2,0,2,2,0,
Y14,2,2,2,0,0,2,0,0,3,2,2,-2,0,2,0,2,3,0,
Y15,0,0,0,0,-4,0,0,0,2,2,0,-2,0,0,2,-2,2,2,
Y16,1,-2,0,-2,-2,1,0,-1,0,0,-4,-2,4,0,-2,0,0,0,
Y17,0,-2,-2,0,-2,-2,0,0,-1,0,0,0,0,0,0,0,0,2,
Y18,1,0,-2,-2,-2,0,0,0,0,-2,0,-1,0,2,-1,0,0,2,
Y19,2,2,2,-2,-2,-2,0,-1,0,2,-2,0,0,-2,-2,0,2,0,
Y20,0,0,-2,-2,-2,0,0,0,0,-2,-2,-2,2,0,-2,2,2,0,
Y21,-2,0,2,-2,-2,-1,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-1,0,
Y22,-2,0,0,-2,-2,2,1,0,0,-2,-3,-2,-2,-2,-3,-2,-2,2,
Y23,4,0,-4,0,0,-2,0,-2,-2,0,-2,-2,0,0,0,0,-1,0,
Y24,0,0,-2,-2,-2,-2,-2,0,-2,-3,-2,0,-3,-2,-2,-2,-2,1,
Y25,0,-3,-3,0,-3,-2,-3,-3,-1,-3,-3,0,-2,-2,-3,2,-1,-2,
Y26,0,-3,-2,-2,-2,-2,-1,-2,-2,-3,-3,-2,0,-3,-2,0,-2,0,
Y27,0,0,-2,-2,-3,-3,-2,-2,-2,0,-2,0,-2,-2,-2,-2,-2,-2,
Y28,0,-3,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-4,-2,-3,-2,
Y29,-2,-2,0,0,-2,0,0,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,
Y30,1,-3,-2,-2,-2,-2,0,-3,-3,-2,-4,0,0,0,1,-3,-3,0,
Y31,0,-2,-2,-3,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-3,-2,0,
Y32,1,-2,-2,-2,-3,-2,0,-2,-2,0,-3,0,-2,-3,0,0,-3,-2,

,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_15,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y1,,0,-2,-2,-2,-2,2,0,,,0,-2,0,-2,0,0,0,,
Y2,2,2,2,0,1,2,2,0,0,2,1,2,2,2,2,2,2,2,
Y3,2,0,2,2,0,1,0,-2,0,0,2,0,2,2,0,4,2,2,
Y4,1,-1,0,0,0,0,2,0,0,0,0,2,2,2,0,2,2,2,
Y5,1,-2,2,0,-2,0,2,-2,0,-2,0,0,0,0,1,0,0,3,
Y6,2,0,2,2,0,0,2,-4,0,2,-2,0,2,0,0,0,0,1,
Y7,0,0,2,0,-2,2,0,0,2,0,0,2,2,0,0,2,2,-2,
Y8,2,2,0,-2,0,2,2,-2,0,0,2,2,2,-2,2,3,2,3,
Y9,0,2,0,0,2,0,-2,0,0,0,0,2,2,0,0,2,3,3,
Y10,2,2,0,2,2,2,0,-2,2,0,1,0,2,0,-2,2,0,2,
Y11,2,0,-2,-2,0,0,0,0,2,2,2,-2,2,2,-4,0,2,2,
Y12,2,2,2,0,-2,-2,-4,-1,-2,2,4,0,2,2,-2,2,0,3,
Y13,2,2,0,2,-2,0,0,2,0,0,2,0,2,2,0,2,2,0,
Y14,3,2,2,2,0,2,0,2,3,2,2,-2,2,2,0,2,2,2,
Y15,2,0,0,0,-2,2,0,0,0,1,0,-2,0,0,2,0,4,2,
Y16,1,0,0,0,-2,0,0,-1,-2,0,-2,-2,2,0,0,0,2,0,
Y17,2,-2,-2,0,-1,-2,2,2,-1,2,0,0,0,2,0,0,0,2,
Y18,2,0,-2,0,0,0,0,-2,-2,-2,2,-1,0,2,-1,0,2,4,
Y19,2,2,0,-2,-2,-2,-2,-3,0,0,-1,0,-2,0,-2,2,4,0,
Y20,0,0,-2,-2,-2,0,-2,-2,0,-2,0,-2,0,-2,-2,2,2,0,
Y21,0,0,0,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-1,0,
Y22,-2,0,2,-2,-2,2,0,-2,0,-2,-2,-3,-2,0,-1,-2,0,2,
Y23,2,-1,-3,-2,0,-1,-2,-3,-2,0,-2,-2,0,-1,2,-2,-1,4,
Y24,0,-2,-2,-2,-2,-2,-2,0,-3,-3,-2,0,-2,-2,0,-2,0,1,
Y25,0,-2,-3,0,-3,-2,-2,-2,-1,-2,-3,0,-4,-2,-3,0,-1,-2,
Y26,0,-3,-3,0,-2,-3,-2,-2,-2,-3,-2,-2,0,-3,-3,0,-2,0,
Y27,0,-2,-4,-2,-2,-3,-1,-4,-3,-2,-3,0,-4,-2,-2,-2,-2,0,
Y28,2,-3,-3,-2,-2,-3,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-3,-2,
Y29,-2,0,0,0,-2,0,0,-3,-2,-2,-2,0,-1,0,0,-2,-2,0,
Y30,1,-2,0,-2,0,-2,-2,-2,-2,-3,-2,0,0,-1,1,-2,-3,0,
Y31,0,-2,-3,-3,-2,-2,-2,-2,-2,-1,-2,0,-2,-2,-2,-3,-3,-2,
Y32,1,-2,-3,-4,-3,-2,0,-3,-2,-2,-3,0,-2,-3,2,0,-2,-2,

,ID1,,ID2,,ID3,,ID4,,ID5,,ID6,,ID7,,ID8,,ID9,,ID10,,
Frame,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,
LINE_16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gesture:,
RAWDATA_16,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,
Y1,,-2,0,0,-4,-2,0,0,,,2,0,-2,0,0,0,-2,,
Y2,3,2,2,0,1,0,0,2,0,3,3,2,0,0,2,2,0,2,
Y3,3,0,2,0,0,1,0,-2,0,0,2,0,0,0,2,2,2,2,
Y4,3,0,0,2,0,0,0,0,2,2,0,2,0,0,0,2,3,4,
Y5,1,-2,2,0,-2,-2,2,-2,-2,0,0,0,-2,0,1,-2,2,2,
Y6,2,0,2,2,0,0,2,-4,0,2,-2,0,0,0,0,2,2,3,
Y7,2,0,2,0,-2,2,2,0,2,2,2,2,4,0,2,2,2,0,
Y8,2,0,0,-2,0,2,0,0,0,-2,0,2,2,0,3,3,0,2,
Y9,0,2,2,2,0,0,0,2,0,2,0,2,2,-1,0,0,2,3,
Y10,2,2,0,0,1,1,-2,0,0,2,2,0,0,0,-2,0,0,2,
Y11,2,0,-2,0,0,0,1,0,2,2,2,-2,0,2,-2,0,2,2,
Y12,3,2,2,0,0,-2,-2,-1,-2,0,2,0,0,2,-2,4,1,2,
Y13,2,2,-2,2,-2,0,0,2,0,-2,0,0,0,2,0,4,2,2,
Y14,3,4,2,2,0,2,2,0,2,2,0,-2,0,0,2,4,2,2,
Y15,2,2,2,2,-2,0,0,0,0,1,0,-2,2,0,2,0,0,2,
Y16,3,0,0,-2,-2,0,0,0,-2,2,0,0,2,0,0,0,1,2,
Y17,2,-2,-2,0,0,-2,0,2,-1,2,0,0,0,0,0,2,0,0,
Y18,1,0,-2,0,0,0,-2,0,-2,-2,2,0,0,0,-1,0,0,2,
Y19,0,0,0,-2,-2,0,0,-2,0,2,-1,0,-2,-2,-2,2,2,0,
Y20,0,0,-2,-2,-2,-2,0,-2,0,0,-2,-4,0,-2,0,2,2,0,
